# Setup from log.interADMFoam
# Benchmark: true
# Qin_: 178.467
# Vgas_: 300
# Vliq_: 3400
# Vfrac_: 0.0882353
# qGas_: 1.92901e-08
# alphaW: 0.11889
# alphaI: 1e-20
# alphaInterface: 0.75

Time,Sh2,Sch4,Sco2,Gh2,RGh2,Gch4,RGch4,Gco2,RGco2
4.56802,1.29758e-07,0.0519422,9.01441,1.10177e-05,-1.82178e-10,1.6531,6.32095e-06,13.451,-0.000789705
4.66802,1.29761e-07,0.0519425,9.01447,1.10174e-05,-1.82156e-10,1.65309,6.32203e-06,13.45,-0.000787923
4.76801,1.29765e-07,0.0519426,9.01452,1.10171e-05,-1.82134e-10,1.65308,6.32293e-06,13.449,-0.000786165
4.86801,1.29769e-07,0.0519428,9.01459,1.10168e-05,-1.82112e-10,1.65308,6.32404e-06,13.4479,-0.00078437
4.968,1.29772e-07,0.051943,9.01465,1.10165e-05,-1.82089e-10,1.65307,6.32502e-06,13.4469,-0.0007826
5.068,1.29776e-07,0.0519431,9.0147,1.10162e-05,-1.82068e-10,1.65306,6.32588e-06,13.4459,-0.000780845
5.168,1.29779e-07,0.0519433,9.01476,1.10158e-05,-1.82046e-10,1.65305,6.3268e-06,13.4449,-0.000779083
5.268,1.29783e-07,0.0519435,9.01483,1.10155e-05,-1.82024e-10,1.65304,6.32788e-06,13.4439,-0.000777297
5.368,1.29786e-07,0.0519436,9.0149,1.10152e-05,-1.82002e-10,1.65303,6.32884e-06,13.4429,-0.000775523
5.468,1.2979e-07,0.0519438,9.01496,1.10149e-05,-1.81981e-10,1.65302,6.32979e-06,13.4419,-0.000773752
5.568,1.29793e-07,0.0519439,9.01503,1.10146e-05,-1.8196e-10,1.65302,6.33069e-06,13.4409,-0.000771988
5.668,1.29796e-07,0.0519441,9.0151,1.10143e-05,-1.81939e-10,1.65301,6.33164e-06,13.4399,-0.000770217
