-0.11 	0.00903806 	0.00146904 	0.0140173
-0.109559 	0.00948649 	0.00154816 	0.0143719
-0.109118 	0.00993493 	0.00162729 	0.0147265
-0.108677 	0.0103834 	0.00170641 	0.0150811
-0.108236 	0.0108318 	0.00178554 	0.0154357
-0.107796 	0.0113386 	0.0019247 	0.0159027
-0.107355 	0.011861 	0.00207987 	0.0163997
-0.106914 	0.0122127 	0.00220739 	0.0166239
-0.106473 	0.012387 	0.00230644 	0.0165636
-0.106032 	0.0125613 	0.00240549 	0.0165032
-0.105591 	0.012685 	0.00246379 	0.0163858
-0.10515 	0.0127978 	0.00251322 	0.0162558
-0.104709 	0.0129105 	0.00256264 	0.0161259
-0.104269 	0.0130233 	0.00261206 	0.015996
-0.103828 	0.013136 	0.00266148 	0.0158661
-0.103387 	0.0132518 	0.00269964 	0.0156559
-0.102946 	0.0133715 	0.00272416 	0.0153506
-0.102505 	0.0134913 	0.00274869 	0.0150452
-0.102064 	0.0136111 	0.00277322 	0.0147399
-0.101623 	0.0137309 	0.00279775 	0.0144346
-0.101182 	0.0138499 	0.00282758 	0.0141339
-0.100741 	0.0139644 	0.00288891 	0.0138608
-0.100301 	0.0140789 	0.00295025 	0.0135877
-0.0998597 	0.0142325 	0.00299375 	0.013261
-0.0994188 	0.0144259 	0.00301905 	0.0128797
-0.098978 	0.0146193 	0.00304435 	0.0124984
-0.0985371 	0.0147959 	0.00305024 	0.0121488
-0.0980962 	0.01497 	0.00305332 	0.0118037
-0.0976553 	0.0151441 	0.0030564 	0.0114586
-0.0972144 	0.0153182 	0.00305948 	0.0111135
-0.0967735 	0.0154923 	0.00306256 	0.0107685
-0.0963327 	0.0157106 	0.00303138 	0.0103228
-0.0958918 	0.0159556 	0.00297932 	0.00981596
-0.0954509 	0.0162007 	0.00292727 	0.00930915
-0.09501 	0.0164457 	0.00287522 	0.00880234
-0.0945691 	0.0166907 	0.00282316 	0.00829553
-0.0941283 	0.0169277 	0.0027877 	0.00782163
-0.0936874 	0.0171503 	0.00278193 	0.00740664
-0.0932465 	0.0173729 	0.00277617 	0.00699165
-0.0928056 	0.0175955 	0.0027704 	0.00657666
-0.0923647 	0.0178181 	0.00276463 	0.00616167
-0.0919238 	0.0180407 	0.00275887 	0.00574668
-0.091483 	0.0182633 	0.0027531 	0.00533169
-0.0531263 	0.0316997 	-0.00104952 	-0.0154669
-0.0526854 	0.0310551 	-0.000723328 	-0.0150062
-0.0522445 	0.0301122 	0.00042536 	-0.0138749
-0.0518036 	0.0301074 	0.00102875 	-0.0125309
-0.0509218 	0.0360305 	-0.000230785 	-0.00804014
-0.050481 	0.0466948 	-0.000265003 	-0.00429719
-0.0500401 	0.059886 	-0.000330566 	-0.000555101
-0.0376954 	0.0376639 	0.00201562 	-0.00399538
-0.0372545 	0.0243605 	0.0071487 	-0.00695936
-0.0368136 	0.017739 	0.00853954 	-0.00717004
-0.0363727 	0.0119274 	0.00971303 	-0.0071526
-0.0359319 	0.0104527 	0.00948139 	-0.00645486
-0.035491 	0.00930329 	0.00896027 	-0.00578641
-0.0350501 	0.00931696 	0.00831839 	-0.00487576
