"T","TMean","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","alphat","epsilon","k","nut","nutMean","p","p_rgh","p_rghMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
300,300,3.5668e-06,-1.3516e-07,2.6696,5.8667e-06,-1.0453e-06,2.676,5.4259e-10,2.4808e-10,0.00041208,-2.5347e-10,-1.0071e-07,2.4213e-07,1.5886,0.00097452,0.11994,1.3503,1.4653,99799,1e+05,1e+05,0,0,0,0,1,20.5,125,20.5,200
300,300,3.5627e-06,-1.3482e-07,2.6723,5.868e-06,-1.0502e-06,2.6786,5.4478e-10,2.5065e-10,0.00040881,-2.5582e-10,-1.0369e-07,2.4467e-07,1.5946,0.00096923,0.11984,1.3554,1.4712,99798,1e+05,1e+05,0,0,0,0,1,20.6,125,20.6,200
300,300,3.5585e-06,-1.3449e-07,2.675,5.8694e-06,-1.055e-06,2.6813,5.4698e-10,2.5321e-10,0.00040555,-2.5817e-10,-1.0666e-07,2.4721e-07,1.6007,0.00096395,0.11974,1.3606,1.4771,99797,1e+05,1e+05,0,0,0,0,1,20.7,125,20.7,200
300,300,3.5544e-06,-1.3415e-07,2.6776,5.8707e-06,-1.0598e-06,2.6839,5.4917e-10,2.5578e-10,0.00040229,-2.6053e-10,-1.0964e-07,2.4974e-07,1.6067,0.00095866,0.11964,1.3657,1.4829,99796,1e+05,1e+05,0,0,0,0,1,20.8,125,20.8,200
300,300,3.5502e-06,-1.3382e-07,2.6803,5.8721e-06,-1.0646e-06,2.6865,5.5136e-10,2.5835e-10,0.00039902,-2.6288e-10,-1.1262e-07,2.5228e-07,1.6127,0.00095338,0.11954,1.3708,1.4888,99795,1e+05,1e+05,0,0,0,0,1,20.9,125,20.9,200
300,300,3.5461e-06,-1.3348e-07,2.683,5.8735e-06,-1.0694e-06,2.6892,5.5356e-10,2.6091e-10,0.00039576,-2.6523e-10,-1.156e-07,2.5482e-07,1.6188,0.00094809,0.11944,1.376,1.4947,99794,1e+05,1e+05,0,0,0,0,1,21,125,21,200
300,300,3.542e-06,-1.3315e-07,2.6856,5.8748e-06,-1.0742e-06,2.6918,5.5575e-10,2.6348e-10,0.00039249,-2.6758e-10,-1.1857e-07,2.5735e-07,1.6248,0.00094281,0.11934,1.3811,1.5006,99793,1e+05,1e+05,0,0,0,0,1,21.1,125,21.1,200
300,300,3.5378e-06,-1.3281e-07,2.6883,5.8762e-06,-1.079e-06,2.6944,5.5794e-10,2.6604e-10,0.00038923,-2.6994e-10,-1.2155e-07,2.5989e-07,1.6308,0.00093752,0.11924,1.3862,1.5064,99792,1e+05,1e+05,0,0,0,0,1,21.2,125,21.2,200
300,300,3.5337e-06,-1.3248e-07,2.691,5.8775e-06,-1.0839e-06,2.6971,5.6014e-10,2.6861e-10,0.00038597,-2.7229e-10,-1.2453e-07,2.6243e-07,1.6369,0.00093224,0.11913,1.3913,1.5123,99791,1e+05,1e+05,0,0,0,0,1,21.3,125,21.3,200
300,300,3.5296e-06,-1.3214e-07,2.6936,5.8789e-06,-1.0887e-06,2.6997,5.6233e-10,2.7117e-10,0.0003827,-2.7464e-10,-1.275e-07,2.6496e-07,1.6429,0.00092695,0.11903,1.3965,1.5182,99790,1e+05,1e+05,0,0,0,0,1,21.4,125,21.4,200
300,300,3.5254e-06,-1.3181e-07,2.6963,5.8802e-06,-1.0935e-06,2.7023,5.6452e-10,2.7374e-10,0.00037944,-2.7699e-10,-1.3048e-07,2.675e-07,1.6489,0.00092167,0.11893,1.4016,1.524,99789,1e+05,1e+05,0,0,0,0,1,21.5,125,21.5,200
300,300,3.5213e-06,-1.3147e-07,2.6989,5.8816e-06,-1.0983e-06,2.705,5.6672e-10,2.7631e-10,0.00037617,-2.7935e-10,-1.3346e-07,2.7004e-07,1.655,0.00091638,0.11883,1.4067,1.5299,99788,1e+05,1e+05,0,0,0,0,1,21.6,125,21.6,200
300,300,3.5172e-06,-1.3114e-07,2.7016,5.8829e-06,-1.1031e-06,2.7076,5.6891e-10,2.7887e-10,0.00037291,-2.817e-10,-1.3644e-07,2.7257e-07,1.661,0.00091109,0.11873,1.4119,1.5358,99787,1e+05,1e+05,0,0,0,0,1,21.7,125,21.7,200
300,300,3.513e-06,-1.308e-07,2.7043,5.8843e-06,-1.1079e-06,2.7102,5.711e-10,2.8144e-10,0.00036964,-2.8405e-10,-1.3941e-07,2.7511e-07,1.667,0.00090581,0.11863,1.417,1.5416,99786,1e+05,1e+05,0,0,0,0,1,21.8,125,21.8,200
300,300,3.5089e-06,-1.3047e-07,2.7069,5.8856e-06,-1.1128e-06,2.7129,5.733e-10,2.84e-10,0.00036638,-2.8641e-10,-1.4239e-07,2.7764e-07,1.6731,0.00090052,0.11853,1.4221,1.5475,99785,1e+05,1e+05,0,0,0,0,1,21.9,125,21.9,200
300,300,3.5048e-06,-1.3014e-07,2.7096,5.887e-06,-1.1176e-06,2.7155,5.7549e-10,2.8657e-10,0.00036312,-2.8876e-10,-1.4537e-07,2.8018e-07,1.6791,0.00089524,0.11842,1.4273,1.5534,99784,1e+05,1e+05,0,0,0,0,1,22,125,22,200
300,300,3.5006e-06,-1.298e-07,2.7123,5.8883e-06,-1.1224e-06,2.7181,5.7768e-10,2.8914e-10,0.00035985,-2.9111e-10,-1.4835e-07,2.8272e-07,1.6852,0.00088995,0.11832,1.4324,1.5592,99783,1e+05,1e+05,0,0,0,0,1,22.1,125,22.1,200
300,300,3.4965e-06,-1.2947e-07,2.7149,5.8897e-06,-1.1272e-06,2.7208,5.7988e-10,2.917e-10,0.00035659,-2.9346e-10,-1.5132e-07,2.8525e-07,1.6912,0.00088467,0.11822,1.4375,1.5651,99782,1e+05,1e+05,0,0,0,0,1,22.2,125,22.2,200
300,300,3.4924e-06,-1.2913e-07,2.7176,5.891e-06,-1.132e-06,2.7234,5.8207e-10,2.9427e-10,0.00035332,-2.9582e-10,-1.543e-07,2.8779e-07,1.6972,0.00087938,0.11812,1.4426,1.571,99781,1e+05,1e+05,0,0,0,0,1,22.3,125,22.3,200
300,300,3.4882e-06,-1.288e-07,2.7203,5.8924e-06,-1.1368e-06,2.726,5.8426e-10,2.9683e-10,0.00035006,-2.9817e-10,-1.5728e-07,2.9033e-07,1.7033,0.0008741,0.11802,1.4478,1.5768,99780,1e+05,1e+05,0,0,0,0,1,22.4,125,22.4,200
300,300,3.4841e-06,-1.2846e-07,2.7229,5.8937e-06,-1.1416e-06,2.7287,5.8646e-10,2.994e-10,0.0003468,-3.0052e-10,-1.6026e-07,2.9286e-07,1.7093,0.00086881,0.11792,1.4529,1.5827,99779,1e+05,1e+05,0,0,0,0,1,22.5,125,22.5,200
300,300,3.4799e-06,-1.2813e-07,2.7256,5.8951e-06,-1.1465e-06,2.7313,5.8865e-10,3.0197e-10,0.00034353,-3.0287e-10,-1.6323e-07,2.954e-07,1.7153,0.00086353,0.11782,1.458,1.5886,99778,1e+05,1e+05,0,0,0,0,1,22.6,125,22.6,200
300,300,3.4758e-06,-1.2779e-07,2.7283,5.8965e-06,-1.1513e-06,2.7339,5.9084e-10,3.0453e-10,0.00034027,-3.0523e-10,-1.6621e-07,2.9794e-07,1.7214,0.00085824,0.11772,1.4632,1.5944,99777,1e+05,1e+05,0,0,0,0,1,22.7,125,22.7,200
300,300,3.471e-06,-1.2726e-07,2.7306,5.8993e-06,-1.1565e-06,2.7363,5.9435e-10,3.0764e-10,0.00033797,-3.0843e-10,-1.6867e-07,2.9974e-07,1.7271,0.00085408,0.11762,1.468,1.6001,99776,1e+05,1e+05,0,0,0,0,1,22.8,125,22.8,200
300,300,3.466e-06,-1.2666e-07,2.7329,5.9028e-06,-1.162e-06,2.7385,5.9835e-10,3.1095e-10,0.00033603,-3.1194e-10,-1.7094e-07,3.0127e-07,1.7327,0.00085035,0.11752,1.4728,1.6056,99775,1e+05,1e+05,0,0,0,0,1,22.9,125,22.9,200
300,300,3.461e-06,-1.2605e-07,2.7352,5.9062e-06,-1.1674e-06,2.7407,6.0234e-10,3.1426e-10,0.00033408,-3.1546e-10,-1.7321e-07,3.028e-07,1.7383,0.00084661,0.11743,1.4776,1.6112,99774,1e+05,1e+05,0,0,0,0,1,23,125,23,200
300,300,3.456e-06,-1.2545e-07,2.7374,5.9096e-06,-1.1728e-06,2.7429,6.0634e-10,3.1758e-10,0.00033214,-3.1897e-10,-1.7548e-07,3.0433e-07,1.7439,0.00084287,0.11733,1.4824,1.6168,99773,1e+05,1e+05,0,0,0,0,1,23.1,125,23.1,200
300,300,3.4509e-06,-1.2485e-07,2.7397,5.913e-06,-1.1783e-06,2.7452,6.1034e-10,3.2089e-10,0.0003302,-3.2249e-10,-1.7774e-07,3.0586e-07,1.7496,0.00083914,0.11723,1.4871,1.6223,99772,1e+05,1e+05,0,0,0,0,1,23.2,125,23.2,200
300,300,3.4459e-06,-1.2424e-07,2.742,5.9165e-06,-1.1837e-06,2.7474,6.1434e-10,3.242e-10,0.00032826,-3.26e-10,-1.8001e-07,3.0739e-07,1.7552,0.0008354,0.11714,1.4919,1.6279,99771,1e+05,1e+05,0,0,0,0,1,23.3,125,23.3,200
300,300,3.4409e-06,-1.2364e-07,2.7442,5.9199e-06,-1.1892e-06,2.7496,6.1833e-10,3.2751e-10,0.00032632,-3.2952e-10,-1.8228e-07,3.0892e-07,1.7608,0.00083167,0.11704,1.4967,1.6334,99770,1e+05,1e+05,0,0,0,0,1,23.4,125,23.4,200
300,300,3.4359e-06,-1.2303e-07,2.7465,5.9233e-06,-1.1946e-06,2.7519,6.2233e-10,3.3082e-10,0.00032438,-3.3303e-10,-1.8455e-07,3.1045e-07,1.7664,0.00082793,0.11695,1.5015,1.639,99769,1e+05,1e+05,0,0,0,0,1,23.5,125,23.5,200
300,300,3.4309e-06,-1.2243e-07,2.7488,5.9268e-06,-1.2e-06,2.7541,6.2633e-10,3.3414e-10,0.00032244,-3.3655e-10,-1.8682e-07,3.1198e-07,1.772,0.00082419,0.11685,1.5062,1.6446,99768,1e+05,1e+05,0,0,0,0,1,23.6,125,23.6,200
300,300,3.4258e-06,-1.2183e-07,2.751,5.9302e-06,-1.2055e-06,2.7563,6.3033e-10,3.3745e-10,0.0003205,-3.4006e-10,-1.8909e-07,3.1351e-07,1.7776,0.00082046,0.11675,1.511,1.6501,99768,1e+05,1e+05,0,0,0,0,1,23.7,125,23.7,200
300,300,3.4208e-06,-1.2122e-07,2.7533,5.9336e-06,-1.2109e-06,2.7586,6.3432e-10,3.4076e-10,0.00031855,-3.4358e-10,-1.9135e-07,3.1504e-07,1.7833,0.00081672,0.11666,1.5158,1.6557,99767,1e+05,1e+05,0,0,0,0,1,23.8,125,23.8,200
300,300,3.4158e-06,-1.2062e-07,2.7555,5.9371e-06,-1.2163e-06,2.7608,6.3832e-10,3.4407e-10,0.00031661,-3.4709e-10,-1.9362e-07,3.1658e-07,1.7889,0.00081299,0.11656,1.5205,1.6612,99766,1e+05,1e+05,0,0,0,0,1,23.9,125,23.9,200
300,300,3.4108e-06,-1.2001e-07,2.7578,5.9405e-06,-1.2218e-06,2.763,6.4232e-10,3.4738e-10,0.00031467,-3.5061e-10,-1.9589e-07,3.1811e-07,1.7945,0.00080925,0.11646,1.5253,1.6668,99765,1e+05,1e+05,0,0,0,0,1,24,125,24,200
300,300,3.4057e-06,-1.1941e-07,2.7601,5.9439e-06,-1.2272e-06,2.7652,6.4631e-10,3.507e-10,0.00031273,-3.5413e-10,-1.9816e-07,3.1964e-07,1.8001,0.00080552,0.11637,1.5301,1.6724,99764,1e+05,1e+05,0,0,0,0,1,24.1,125,24.1,200
300,300,3.4007e-06,-1.1881e-07,2.7623,5.9474e-06,-1.2327e-06,2.7675,6.5031e-10,3.5401e-10,0.00031079,-3.5764e-10,-2.0043e-07,3.2117e-07,1.8057,0.00080178,0.11627,1.5349,1.6779,99763,1e+05,1e+05,0,0,0,0,1,24.2,125,24.2,200
300,300,3.3957e-06,-1.182e-07,2.7646,5.9508e-06,-1.2381e-06,2.7697,6.5431e-10,3.5732e-10,0.00030885,-3.6116e-10,-2.027e-07,3.227e-07,1.8113,0.00079804,0.11618,1.5396,1.6835,99762,1e+05,1e+05,0,0,0,0,1,24.3,125,24.3,200
300,300,3.3907e-06,-1.176e-07,2.7669,5.9542e-06,-1.2435e-06,2.7719,6.5831e-10,3.6063e-10,0.00030691,-3.6467e-10,-2.0496e-07,3.2423e-07,1.817,0.00079431,0.11608,1.5444,1.689,99761,1e+05,1e+05,0,0,0,0,1,24.4,125,24.4,200
300,300,3.3857e-06,-1.1699e-07,2.7691,5.9576e-06,-1.249e-06,2.7742,6.623e-10,3.6394e-10,0.00030497,-3.6819e-10,-2.0723e-07,3.2576e-07,1.8226,0.00079057,0.11598,1.5492,1.6946,99760,1e+05,1e+05,0,0,0,0,1,24.5,125,24.5,200
300,300,3.3806e-06,-1.1639e-07,2.7714,5.9611e-06,-1.2544e-06,2.7764,6.663e-10,3.6726e-10,0.00030302,-3.717e-10,-2.095e-07,3.2729e-07,1.8282,0.00078684,0.11589,1.554,1.7001,99759,1e+05,1e+05,0,0,0,0,1,24.6,125,24.6,200
300,300,3.3756e-06,-1.1579e-07,2.7737,5.9645e-06,-1.2599e-06,2.7786,6.703e-10,3.7057e-10,0.00030108,-3.7522e-10,-2.1177e-07,3.2882e-07,1.8338,0.0007831,0.11579,1.5587,1.7057,99758,1e+05,1e+05,0,0,0,0,1,24.7,125,24.7,200
300,300,3.3706e-06,-1.1518e-07,2.7759,5.9679e-06,-1.2653e-06,2.7808,6.743e-10,3.7388e-10,0.00029914,-3.7873e-10,-2.1404e-07,3.3035e-07,1.8394,0.00077936,0.1157,1.5635,1.7113,99757,1e+05,1e+05,0,0,0,0,1,24.8,125,24.8,200
300,300,3.3656e-06,-1.1458e-07,2.7782,5.9714e-06,-1.2707e-06,2.7831,6.7829e-10,3.7719e-10,0.0002972,-3.8225e-10,-2.1631e-07,3.3188e-07,1.845,0.00077563,0.1156,1.5683,1.7168,99756,1e+05,1e+05,0,0,0,0,1,24.9,125,24.9,200
300,300,3.3605e-06,-1.1397e-07,2.7805,5.9748e-06,-1.2762e-06,2.7853,6.8229e-10,3.805e-10,0.00029526,-3.8576e-10,-2.1857e-07,3.3341e-07,1.8507,0.00077189,0.1155,1.5731,1.7224,99755,1e+05,1e+05,0,0,0,0,1,25,125,25,200
300,300,3.3555e-06,-1.1337e-07,2.7827,5.9782e-06,-1.2816e-06,2.7875,6.8629e-10,3.8382e-10,0.00029332,-3.8928e-10,-2.2084e-07,3.3494e-07,1.8563,0.00076816,0.11541,1.5778,1.7279,99754,1e+05,1e+05,0,0,0,0,1,25.1,125,25.1,200
300,300,3.3505e-06,-1.1277e-07,2.785,5.9817e-06,-1.287e-06,2.7898,6.9029e-10,3.8713e-10,0.00029138,-3.928e-10,-2.2311e-07,3.3647e-07,1.8619,0.00076442,0.11531,1.5826,1.7335,99753,1e+05,1e+05,0,0,0,0,1,25.2,125,25.2,200
300,300,3.3455e-06,-1.1216e-07,2.7873,5.9851e-06,-1.2925e-06,2.792,6.9428e-10,3.9044e-10,0.00028944,-3.9631e-10,-2.2538e-07,3.38e-07,1.8675,0.00076068,0.11522,1.5874,1.7391,99752,1e+05,1e+05,0,0,0,0,1,25.3,125,25.3,200
300,300,3.3405e-06,-1.1156e-07,2.7895,5.9885e-06,-1.2979e-06,2.7942,6.9828e-10,3.9375e-10,0.00028749,-3.9983e-10,-2.2765e-07,3.3953e-07,1.8731,0.00075695,0.11512,1.5922,1.7446,99751,1e+05,1e+05,0,0,0,0,1,25.4,125,25.4,200
300,300,3.3354e-06,-1.1095e-07,2.7918,5.992e-06,-1.3034e-06,2.7965,7.0228e-10,3.9706e-10,0.00028555,-4.0334e-10,-2.2992e-07,3.4106e-07,1.8787,0.00075321,0.11502,1.5969,1.7502,99750,1e+05,1e+05,0,0,0,0,1,25.5,125,25.5,200
300,300,3.3304e-06,-1.1035e-07,2.7941,5.9954e-06,-1.3088e-06,2.7987,7.0628e-10,4.0038e-10,0.00028361,-4.0686e-10,-2.3218e-07,3.4259e-07,1.8844,0.00074948,0.11493,1.6017,1.7557,99749,1e+05,1e+05,0,0,0,0,1,25.6,125,25.6,200
300,300,3.3254e-06,-1.0975e-07,2.7963,5.9988e-06,-1.3142e-06,2.8009,7.1027e-10,4.0369e-10,0.00028167,-4.1037e-10,-2.3445e-07,3.4412e-07,1.89,0.00074574,0.11483,1.6065,1.7613,99748,1e+05,1e+05,0,0,0,0,1,25.7,125,25.7,200
300,300,3.3204e-06,-1.0914e-07,2.7986,6.0022e-06,-1.3197e-06,2.8031,7.1427e-10,4.07e-10,0.00027973,-4.1389e-10,-2.3672e-07,3.4565e-07,1.8956,0.000742,0.11474,1.6113,1.7668,99747,1e+05,1e+05,0,0,0,0,1,25.8,125,25.8,200
300,300,3.3154e-06,-1.0854e-07,2.8008,6.0057e-06,-1.3251e-06,2.8054,7.1827e-10,4.1031e-10,0.00027779,-4.174e-10,-2.3899e-07,3.4718e-07,1.9012,0.00073827,0.11464,1.616,1.7724,99746,1e+05,1e+05,0,0,0,0,1,25.9,125,25.9,200
300,300,3.3103e-06,-1.0793e-07,2.8031,6.0091e-06,-1.3305e-06,2.8076,7.2227e-10,4.1362e-10,0.00027585,-4.2092e-10,-2.4126e-07,3.4871e-07,1.9068,0.00073453,0.11454,1.6208,1.778,99745,1e+05,1e+05,0,0,0,0,1,26,125,26,200
300,300,3.3053e-06,-1.0733e-07,2.8054,6.0125e-06,-1.336e-06,2.8098,7.2626e-10,4.1694e-10,0.00027391,-4.2443e-10,-2.4353e-07,3.5024e-07,1.9124,0.0007308,0.11445,1.6256,1.7835,99744,1e+05,1e+05,0,0,0,0,1,26.1,125,26.1,200
300,300,3.3003e-06,-1.0672e-07,2.8076,6.016e-06,-1.3414e-06,2.8121,7.3026e-10,4.2025e-10,0.00027196,-4.2795e-10,-2.4579e-07,3.5177e-07,1.9181,0.00072706,0.11435,1.6304,1.7891,99743,1e+05,1e+05,0,0,0,0,1,26.2,125,26.2,200
300,300,3.2953e-06,-1.0612e-07,2.8099,6.0194e-06,-1.3469e-06,2.8143,7.3426e-10,4.2356e-10,0.00027002,-4.3147e-10,-2.4806e-07,3.533e-07,1.9237,0.00072332,0.11425,1.6351,1.7946,99742,1e+05,1e+05,0,0,0,0,1,26.3,125,26.3,200
300,300,3.2902e-06,-1.0552e-07,2.8122,6.0228e-06,-1.3523e-06,2.8165,7.3826e-10,4.2687e-10,0.00026808,-4.3498e-10,-2.5033e-07,3.5483e-07,1.9293,0.00071959,0.11416,1.6399,1.8002,99741,1e+05,1e+05,0,0,0,0,1,26.4,125,26.4,200
300,300,3.2852e-06,-1.0491e-07,2.8144,6.0263e-06,-1.3577e-06,2.8188,7.4225e-10,4.3018e-10,0.00026614,-4.385e-10,-2.526e-07,3.5636e-07,1.9349,0.00071585,0.11406,1.6447,1.8058,99740,1e+05,1e+05,0,0,0,0,1,26.5,125,26.5,200
300,300,3.2801e-06,-1.0428e-07,2.8167,6.0298e-06,-1.3633e-06,2.821,7.4644e-10,4.3359e-10,0.00026425,-4.4214e-10,-2.5479e-07,3.5784e-07,1.9405,0.0007122,0.11397,1.6494,1.8113,99739,1e+05,1e+05,0,0,0,0,1,26.6,125,26.6,200
300,300,3.2743e-06,-1.0338e-07,2.8186,6.0349e-06,-1.3698e-06,2.8229,7.5256e-10,4.3796e-10,0.00026283,-4.4704e-10,-2.5623e-07,3.5882e-07,1.9457,0.00070942,0.11388,1.6539,1.8166,99738,1e+05,1e+05,0,0,0,0,1,26.7,125,26.7,200
300,300,3.2684e-06,-1.0248e-07,2.8206,6.0399e-06,-1.3762e-06,2.8248,7.5867e-10,4.4232e-10,0.00026141,-4.5194e-10,-2.5767e-07,3.5979e-07,1.951,0.00070664,0.11378,1.6583,1.8219,99737,1e+05,1e+05,0,0,0,0,1,26.8,125,26.8,200
300,300,3.2626e-06,-1.0157e-07,2.8226,6.045e-06,-1.3827e-06,2.8268,7.6478e-10,4.4668e-10,0.00026,-4.5684e-10,-2.5912e-07,3.6076e-07,1.9562,0.00070386,0.11369,1.6628,1.8271,99736,1e+05,1e+05,0,0,0,0,1,26.9,125,26.9,200
300,300,3.2567e-06,-1.0067e-07,2.8246,6.05e-06,-1.3892e-06,2.8287,7.709e-10,4.5105e-10,0.00025858,-4.6174e-10,-2.6056e-07,3.6174e-07,1.9615,0.00070107,0.1136,1.6672,1.8324,99735,1e+05,1e+05,0,0,0,0,1,27,125,27,200
300,300,3.2509e-06,-9.9768e-08,2.8265,6.055e-06,-1.3957e-06,2.8306,7.7701e-10,4.5541e-10,0.00025717,-4.6664e-10,-2.62e-07,3.6271e-07,1.9667,0.00069829,0.11351,1.6717,1.8377,99734,1e+05,1e+05,0,0,0,0,1,27.1,125,27.1,200
300,300,3.245e-06,-9.8866e-08,2.8285,6.0601e-06,-1.4022e-06,2.8326,7.8312e-10,4.5977e-10,0.00025575,-4.7154e-10,-2.6344e-07,3.6368e-07,1.972,0.00069551,0.11342,1.6762,1.843,99733,1e+05,1e+05,0,0,0,0,1,27.2,125,27.2,200
300,300,3.2392e-06,-9.7963e-08,2.8305,6.0651e-06,-1.4087e-06,2.8345,7.8923e-10,4.6414e-10,0.00025433,-4.7644e-10,-2.6488e-07,3.6466e-07,1.9772,0.00069273,0.11333,1.6806,1.8483,99732,1e+05,1e+05,0,0,0,0,1,27.3,125,27.3,200
300,300,3.2333e-06,-9.7061e-08,2.8324,6.0702e-06,-1.4152e-06,2.8364,7.9535e-10,4.685e-10,0.00025292,-4.8135e-10,-2.6632e-07,3.6563e-07,1.9824,0.00068994,0.11323,1.6851,1.8535,99731,1e+05,1e+05,0,0,0,0,1,27.4,125,27.4,200
300,300,3.2275e-06,-9.6158e-08,2.8344,6.0752e-06,-1.4217e-06,2.8383,8.0146e-10,4.7286e-10,0.0002515,-4.8625e-10,-2.6776e-07,3.666e-07,1.9877,0.00068716,0.11314,1.6895,1.8588,99730,1e+05,1e+05,0,0,0,0,1,27.5,125,27.5,200
300,300,3.2216e-06,-9.5255e-08,2.8364,6.0802e-06,-1.4282e-06,2.8403,8.0757e-10,4.7723e-10,0.00025009,-4.9115e-10,-2.692e-07,3.6758e-07,1.9929,0.00068438,0.11305,1.694,1.8641,99729,1e+05,1e+05,0,0,0,0,1,27.6,125,27.6,200
300,300,3.2157e-06,-9.4353e-08,2.8383,6.0853e-06,-1.4347e-06,2.8422,8.1369e-10,4.8159e-10,0.00024867,-4.9605e-10,-2.7064e-07,3.6855e-07,1.9982,0.0006816,0.11296,1.6984,1.8694,99728,1e+05,1e+05,0,0,0,0,1,27.7,125,27.7,200
300,300,3.2099e-06,-9.345e-08,2.8403,6.0903e-06,-1.4412e-06,2.8441,8.198e-10,4.8595e-10,0.00024725,-5.0095e-10,-2.7209e-07,3.6952e-07,2.0034,0.00067881,0.11287,1.7029,1.8746,99727,1e+05,1e+05,0,0,0,0,1,27.8,125,27.8,200
300,300,3.204e-06,-9.2547e-08,2.8423,6.0954e-06,-1.4476e-06,2.8461,8.2591e-10,4.9032e-10,0.00024584,-5.0585e-10,-2.7353e-07,3.705e-07,2.0087,0.00067603,0.11277,1.7074,1.8799,99726,1e+05,1e+05,0,0,0,0,1,27.9,125,27.9,200
300,300,3.1982e-06,-9.1645e-08,2.8442,6.1004e-06,-1.4541e-06,2.848,8.3203e-10,4.9468e-10,0.00024442,-5.1075e-10,-2.7497e-07,3.7147e-07,2.0139,0.00067325,0.11268,1.7118,1.8852,99725,1e+05,1e+05,0,0,0,0,1,28,125,28,200
300,300,3.1923e-06,-9.0742e-08,2.8462,6.1054e-06,-1.4606e-06,2.8499,8.3814e-10,4.9905e-10,0.00024301,-5.1565e-10,-2.7641e-07,3.7245e-07,2.0191,0.00067047,0.11259,1.7163,1.8905,99724,1e+05,1e+05,0,0,0,0,1,28.1,125,28.1,200
300,300,3.1865e-06,-8.984e-08,2.8482,6.1105e-06,-1.4671e-06,2.8519,8.4425e-10,5.0341e-10,0.00024159,-5.2055e-10,-2.7785e-07,3.7342e-07,2.0244,0.00066768,0.1125,1.7207,1.8958,99723,1e+05,1e+05,0,0,0,0,1,28.2,125,28.2,200
300,300,3.1806e-06,-8.8937e-08,2.8502,6.1155e-06,-1.4736e-06,2.8538,8.5037e-10,5.0777e-10,0.00024017,-5.2546e-10,-2.7929e-07,3.7439e-07,2.0296,0.0006649,0.11241,1.7252,1.901,99722,1e+05,1e+05,0,0,0,0,1,28.3,125,28.3,200
300,300,3.1748e-06,-8.8034e-08,2.8521,6.1205e-06,-1.4801e-06,2.8557,8.5648e-10,5.1214e-10,0.00023876,-5.3036e-10,-2.8073e-07,3.7537e-07,2.0349,0.00066212,0.11232,1.7296,1.9063,99721,1e+05,1e+05,0,0,0,0,1,28.4,125,28.4,200
300,300,3.1689e-06,-8.7132e-08,2.8541,6.1256e-06,-1.4866e-06,2.8577,8.6259e-10,5.165e-10,0.00023734,-5.3526e-10,-2.8217e-07,3.7634e-07,2.0401,0.00065933,0.11222,1.7341,1.9116,99720,1e+05,1e+05,0,0,0,0,1,28.5,125,28.5,200
300,300,3.1631e-06,-8.6229e-08,2.8561,6.1306e-06,-1.4931e-06,2.8596,8.6871e-10,5.2086e-10,0.00023593,-5.4016e-10,-2.8361e-07,3.7731e-07,2.0453,0.00065655,0.11213,1.7385,1.9169,99719,1e+05,1e+05,0,0,0,0,1,28.6,125,28.6,200
300,300,3.1572e-06,-8.5326e-08,2.858,6.1357e-06,-1.4996e-06,2.8615,8.7482e-10,5.2523e-10,0.00023451,-5.4506e-10,-2.8506e-07,3.7829e-07,2.0506,0.00065377,0.11204,1.743,1.9222,99718,1e+05,1e+05,0,0,0,0,1,28.7,125,28.7,200
300,300,3.1514e-06,-8.4424e-08,2.86,6.1407e-06,-1.5061e-06,2.8635,8.8093e-10,5.2959e-10,0.00023309,-5.4996e-10,-2.865e-07,3.7926e-07,2.0558,0.00065099,0.11195,1.7475,1.9274,99717,1e+05,1e+05,0,0,0,0,1,28.8,125,28.8,200
300,300,3.1455e-06,-8.3521e-08,2.862,6.1457e-06,-1.5126e-06,2.8654,8.8705e-10,5.3395e-10,0.00023168,-5.5486e-10,-2.8794e-07,3.8023e-07,2.0611,0.0006482,0.11186,1.7519,1.9327,99716,1e+05,1e+05,0,0,0,0,1,28.9,125,28.9,200
300,300,3.1397e-06,-8.2619e-08,2.8639,6.1508e-06,-1.519e-06,2.8673,8.9316e-10,5.3832e-10,0.00023026,-5.5976e-10,-2.8938e-07,3.8121e-07,2.0663,0.00064542,0.11177,1.7564,1.938,99716,1e+05,1e+05,0,0,0,0,1,29,125,29,200
300,300,3.1338e-06,-8.1716e-08,2.8659,6.1558e-06,-1.5255e-06,2.8693,8.9927e-10,5.4268e-10,0.00022885,-5.6466e-10,-2.9082e-07,3.8218e-07,2.0716,0.00064264,0.11167,1.7608,1.9433,99715,1e+05,1e+05,0,0,0,0,1,29.1,125,29.1,200
300,300,3.128e-06,-8.0813e-08,2.8679,6.1609e-06,-1.532e-06,2.8712,9.0539e-10,5.4704e-10,0.00022743,-5.6957e-10,-2.9226e-07,3.8315e-07,2.0768,0.00063986,0.11158,1.7653,1.9486,99714,1e+05,1e+05,0,0,0,0,1,29.2,125,29.2,200
