"T","TMean","U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","alphat","epsilon","k","nut","nutMean","p","p_rgh","p_rghMean","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
300,300,1.0967e-06,-2.0326e-08,3.1837,6.9471e-06,-4.1348e-06,3.1804,2.5742e-09,3.0251e-09,0.00018578,-2.3539e-09,-2.572e-07,2.7195e-07,3.0429,0.0003076,0.09389,2.5865,2.9634,99498,1e+05,1e+05,0,0,0,0,1,51.2,125,51.2,200
300,300,1.0832e-06,-2.2788e-08,3.1848,6.9456e-06,-4.152e-06,3.1815,2.5777e-09,3.0458e-09,0.00018625,-2.3621e-09,-2.5604e-07,2.7055e-07,3.0467,0.00030678,0.09382,2.5897,2.9674,99497,1e+05,1e+05,0,0,0,0,1,51.3,125,51.3,200
300,300,1.0697e-06,-2.5249e-08,3.1859,6.9442e-06,-4.1693e-06,3.1825,2.5812e-09,3.0666e-09,0.00018673,-2.3703e-09,-2.5487e-07,2.6915e-07,3.0504,0.00030595,0.093751,2.5928,2.9715,99496,1e+05,1e+05,0,0,0,0,1,51.4,125,51.4,200
300,300,1.0562e-06,-2.7711e-08,3.1869,6.9427e-06,-4.1866e-06,3.1836,2.5847e-09,3.0873e-09,0.0001872,-2.3785e-09,-2.537e-07,2.6774e-07,3.0541,0.00030513,0.093682,2.596,2.9756,99495,1e+05,1e+05,0,0,0,0,1,51.5,125,51.5,200
300,300,1.0427e-06,-3.0173e-08,3.188,6.9413e-06,-4.2039e-06,3.1846,2.5882e-09,3.1081e-09,0.00018768,-2.3867e-09,-2.5254e-07,2.6634e-07,3.0579,0.00030431,0.093613,2.5992,2.9796,99494,1e+05,1e+05,0,0,0,0,1,51.6,125,51.6,200
300,300,1.0292e-06,-3.2634e-08,3.1891,6.9398e-06,-4.2211e-06,3.1857,2.5917e-09,3.1288e-09,0.00018815,-2.3949e-09,-2.5137e-07,2.6494e-07,3.0616,0.00030349,0.093543,2.6024,2.9837,99493,1e+05,1e+05,0,0,0,0,1,51.7,125,51.7,200
300,300,1.0157e-06,-3.5096e-08,3.1901,6.9383e-06,-4.2384e-06,3.1867,2.5952e-09,3.1496e-09,0.00018863,-2.4031e-09,-2.5021e-07,2.6354e-07,3.0654,0.00030267,0.093474,2.6055,2.9878,99492,1e+05,1e+05,0,0,0,0,1,51.8,125,51.8,200
300,300,1.0022e-06,-3.7558e-08,3.1912,6.9369e-06,-4.2557e-06,3.1878,2.5987e-09,3.1704e-09,0.0001891,-2.4113e-09,-2.4904e-07,2.6214e-07,3.0691,0.00030185,0.093405,2.6087,2.9918,99491,1e+05,1e+05,0,0,0,0,1,51.9,125,51.9,200
300,300,9.8867e-07,-4.0019e-08,3.1923,6.9354e-06,-4.2729e-06,3.1888,2.6023e-09,3.1911e-09,0.00018958,-2.4195e-09,-2.4788e-07,2.6074e-07,3.0728,0.00030103,0.093335,2.6119,2.9959,99490,1e+05,1e+05,0,0,0,0,1,52,125,52,200
300,300,9.7517e-07,-4.2481e-08,3.1933,6.934e-06,-4.2902e-06,3.1899,2.6058e-09,3.2119e-09,0.00019005,-2.4277e-09,-2.4671e-07,2.5934e-07,3.0766,0.00030021,0.093266,2.6151,3,99489,1e+05,1e+05,0,0,0,0,1,52.1,125,52.1,200
300,300,9.6167e-07,-4.4943e-08,3.1944,6.9325e-06,-4.3075e-06,3.1909,2.6093e-09,3.2326e-09,0.00019053,-2.4359e-09,-2.4555e-07,2.5794e-07,3.0803,0.00029939,0.093197,2.6182,3.004,99488,1e+05,1e+05,0,0,0,0,1,52.2,125,52.2,200
300,300,9.4817e-07,-4.7404e-08,3.1955,6.9311e-06,-4.3248e-06,3.192,2.6128e-09,3.2534e-09,0.000191,-2.4441e-09,-2.4438e-07,2.5654e-07,3.084,0.00029857,0.093127,2.6214,3.0081,99487,1e+05,1e+05,0,0,0,0,1,52.3,125,52.3,200
300,300,9.3467e-07,-4.9866e-08,3.1966,6.9296e-06,-4.342e-06,3.193,2.6163e-09,3.2741e-09,0.00019148,-2.4523e-09,-2.4322e-07,2.5514e-07,3.0878,0.00029775,0.093058,2.6246,3.0122,99486,1e+05,1e+05,0,0,0,0,1,52.4,125,52.4,200
300,300,9.2117e-07,-5.2328e-08,3.1976,6.9281e-06,-4.3593e-06,3.194,2.6198e-09,3.2949e-09,0.00019195,-2.4605e-09,-2.4205e-07,2.5374e-07,3.0915,0.00029693,0.092989,2.6278,3.0162,99485,1e+05,1e+05,0,0,0,0,1,52.5,125,52.5,200
300,300,9.0767e-07,-5.4789e-08,3.1987,6.9267e-06,-4.3766e-06,3.1951,2.6233e-09,3.3156e-09,0.00019243,-2.4687e-09,-2.4088e-07,2.5233e-07,3.0952,0.00029611,0.09292,2.6309,3.0203,99484,1e+05,1e+05,0,0,0,0,1,52.6,125,52.6,200
300,300,8.9417e-07,-5.7251e-08,3.1998,6.9252e-06,-4.3939e-06,3.1961,2.6268e-09,3.3364e-09,0.0001929,-2.4769e-09,-2.3972e-07,2.5093e-07,3.099,0.00029528,0.09285,2.6341,3.0244,99483,1e+05,1e+05,0,0,0,0,1,52.7,125,52.7,200
300,300,8.8067e-07,-5.9713e-08,3.2008,6.9238e-06,-4.4111e-06,3.1972,2.6304e-09,3.3571e-09,0.00019337,-2.4851e-09,-2.3855e-07,2.4953e-07,3.1027,0.00029446,0.092781,2.6373,3.0284,99482,1e+05,1e+05,0,0,0,0,1,52.8,125,52.8,200
300,300,8.6717e-07,-6.2175e-08,3.2019,6.9223e-06,-4.4284e-06,3.1982,2.6339e-09,3.3779e-09,0.00019385,-2.4933e-09,-2.3739e-07,2.4813e-07,3.1064,0.00029364,0.092712,2.6405,3.0325,99481,1e+05,1e+05,0,0,0,0,1,52.9,125,52.9,200
300,300,8.5367e-07,-6.4636e-08,3.203,6.9208e-06,-4.4457e-06,3.1993,2.6374e-09,3.3986e-09,0.00019432,-2.5015e-09,-2.3622e-07,2.4673e-07,3.1102,0.00029282,0.092642,2.6436,3.0366,99480,1e+05,1e+05,0,0,0,0,1,53,125,53,200
300,300,8.4017e-07,-6.7098e-08,3.204,6.9194e-06,-4.463e-06,3.2003,2.6409e-09,3.4194e-09,0.0001948,-2.5097e-09,-2.3506e-07,2.4533e-07,3.1139,0.000292,0.092573,2.6468,3.0406,99479,1e+05,1e+05,0,0,0,0,1,53.1,125,53.1,200
300,300,8.2667e-07,-6.956e-08,3.2051,6.9179e-06,-4.4802e-06,3.2014,2.6444e-09,3.4401e-09,0.00019527,-2.5179e-09,-2.3389e-07,2.4393e-07,3.1176,0.00029118,0.092504,2.65,3.0447,99478,1e+05,1e+05,0,0,0,0,1,53.2,125,53.2,200
300,300,8.1317e-07,-7.2021e-08,3.2062,6.9165e-06,-4.4975e-06,3.2024,2.6479e-09,3.4609e-09,0.00019575,-2.5261e-09,-2.3273e-07,2.4253e-07,3.1214,0.00029036,0.092435,2.6532,3.0488,99477,1e+05,1e+05,0,0,0,0,1,53.3,125,53.3,200
300,300,7.9967e-07,-7.4483e-08,3.2072,6.915e-06,-4.5148e-06,3.2035,2.6514e-09,3.4816e-09,0.00019622,-2.5343e-09,-2.3156e-07,2.4113e-07,3.1251,0.00028954,0.092365,2.6563,3.0528,99476,1e+05,1e+05,0,0,0,0,1,53.4,125,53.4,200
300,300,7.8617e-07,-7.6945e-08,3.2083,6.9136e-06,-4.5321e-06,3.2045,2.655e-09,3.5024e-09,0.0001967,-2.5425e-09,-2.304e-07,2.3973e-07,3.1289,0.00028872,0.092296,2.6595,3.0569,99475,1e+05,1e+05,0,0,0,0,1,53.5,125,53.5,200
300,300,7.7267e-07,-7.9406e-08,3.2094,6.9121e-06,-4.5493e-06,3.2056,2.6585e-09,3.5231e-09,0.00019717,-2.5507e-09,-2.2923e-07,2.3833e-07,3.1326,0.0002879,0.092227,2.6627,3.061,99474,1e+05,1e+05,0,0,0,0,1,53.6,125,53.6,200
300,300,7.5839e-07,-8.39e-08,3.2104,6.9092e-06,-4.5675e-06,3.2066,2.6603e-09,3.546e-09,0.00019762,-2.5576e-09,-2.2797e-07,2.3694e-07,3.1362,0.00028716,0.09216,2.6658,3.0649,99473,1e+05,1e+05,0,0,0,0,1,53.7,125,53.7,200
300,300,7.4366e-07,-8.9555e-08,3.2114,6.9054e-06,-4.5861e-06,3.2075,2.6613e-09,3.57e-09,0.00019804,-2.5639e-09,-2.2665e-07,2.3557e-07,3.1398,0.00028646,0.092095,2.6688,3.0688,99472,1e+05,1e+05,0,0,0,0,1,53.8,125,53.8,200
300,300,7.2892e-07,-9.521e-08,3.2124,6.9017e-06,-4.6048e-06,3.2085,2.6623e-09,3.594e-09,0.00019847,-2.5701e-09,-2.2533e-07,2.342e-07,3.1433,0.00028576,0.09203,2.6718,3.0727,99471,1e+05,1e+05,0,0,0,0,1,53.9,125,53.9,200
300,300,7.1419e-07,-1.0086e-07,3.2133,6.8979e-06,-4.6235e-06,3.2095,2.6632e-09,3.618e-09,0.0001989,-2.5763e-09,-2.2401e-07,2.3284e-07,3.1469,0.00028506,0.091964,2.6749,3.0766,99470,1e+05,1e+05,0,0,0,0,1,54,125,54,200
300,300,6.9946e-07,-1.0652e-07,3.2143,6.8941e-06,-4.6421e-06,3.2104,2.6642e-09,3.642e-09,0.00019932,-2.5826e-09,-2.2269e-07,2.3147e-07,3.1505,0.00028436,0.091899,2.6779,3.0805,99469,1e+05,1e+05,0,0,0,0,1,54.1,125,54.1,200
300,300,6.8472e-07,-1.1217e-07,3.2153,6.8904e-06,-4.6608e-06,3.2114,2.6651e-09,3.666e-09,0.00019975,-2.5888e-09,-2.2137e-07,2.301e-07,3.154,0.00028366,0.091834,2.6809,3.0845,99468,1e+05,1e+05,0,0,0,0,1,54.2,125,54.2,200
300,300,6.6999e-07,-1.1783e-07,3.2163,6.8866e-06,-4.6794e-06,3.2124,2.6661e-09,3.6901e-09,0.00020018,-2.5951e-09,-2.2005e-07,2.2873e-07,3.1576,0.00028296,0.091769,2.684,3.0884,99467,1e+05,1e+05,0,0,0,0,1,54.3,125,54.3,200
300,300,6.5526e-07,-1.2348e-07,3.2173,6.8829e-06,-4.6981e-06,3.2133,2.667e-09,3.7141e-09,0.0002006,-2.6013e-09,-2.1874e-07,2.2736e-07,3.1612,0.00028226,0.091704,2.687,3.0923,99466,1e+05,1e+05,0,0,0,0,1,54.4,125,54.4,200
300,300,6.4053e-07,-1.2914e-07,3.2183,6.8791e-06,-4.7167e-06,3.2143,2.668e-09,3.7381e-09,0.00020103,-2.6075e-09,-2.1742e-07,2.2599e-07,3.1647,0.00028157,0.091638,2.69,3.0962,99465,1e+05,1e+05,0,0,0,0,1,54.5,125,54.5,200
300,300,6.2579e-07,-1.3479e-07,3.2192,6.8753e-06,-4.7354e-06,3.2153,2.6689e-09,3.7621e-09,0.00020145,-2.6138e-09,-2.161e-07,2.2462e-07,3.1683,0.00028087,0.091573,2.693,3.1001,99464,1e+05,1e+05,0,0,0,0,1,54.6,125,54.6,200
300,300,6.1106e-07,-1.4045e-07,3.2202,6.8716e-06,-4.754e-06,3.2162,2.6699e-09,3.7861e-09,0.00020188,-2.62e-09,-2.1478e-07,2.2325e-07,3.1718,0.00028017,0.091508,2.6961,3.104,99463,1e+05,1e+05,0,0,0,0,1,54.7,125,54.7,200
300,300,5.9633e-07,-1.461e-07,3.2212,6.8678e-06,-4.7727e-06,3.2172,2.6708e-09,3.8101e-09,0.00020231,-2.6263e-09,-2.1346e-07,2.2188e-07,3.1754,0.00027947,0.091443,2.6991,3.1079,99462,1e+05,1e+05,0,0,0,0,1,54.8,125,54.8,200
300,300,5.8159e-07,-1.5176e-07,3.2222,6.8641e-06,-4.7913e-06,3.2182,2.6718e-09,3.8341e-09,0.00020273,-2.6325e-09,-2.1214e-07,2.2051e-07,3.179,0.00027877,0.091378,2.7021,3.1118,99461,1e+05,1e+05,0,0,0,0,1,54.9,125,54.9,200
300,300,5.6686e-07,-1.5741e-07,3.2232,6.8603e-06,-4.81e-06,3.2191,2.6727e-09,3.8581e-09,0.00020316,-2.6388e-09,-2.1082e-07,2.1914e-07,3.1825,0.00027807,0.091313,2.7052,3.1157,99460,1e+05,1e+05,0,0,0,0,1,55,125,55,200
300,300,5.5213e-07,-1.6307e-07,3.2241,6.8565e-06,-4.8287e-06,3.2201,2.6737e-09,3.8821e-09,0.00020359,-2.645e-09,-2.0951e-07,2.1777e-07,3.1861,0.00027737,0.091247,2.7082,3.1196,99459,1e+05,1e+05,0,0,0,0,1,55.1,125,55.1,200
300,300,5.374e-07,-1.6872e-07,3.2251,6.8528e-06,-4.8473e-06,3.2211,2.6746e-09,3.9062e-09,0.00020401,-2.6512e-09,-2.0819e-07,2.164e-07,3.1897,0.00027668,0.091182,2.7112,3.1235,99459,1e+05,1e+05,0,0,0,0,1,55.2,125,55.2,200
300,300,5.2266e-07,-1.7438e-07,3.2261,6.849e-06,-4.866e-06,3.222,2.6756e-09,3.9302e-09,0.00020444,-2.6575e-09,-2.0687e-07,2.1503e-07,3.1932,0.00027598,0.091117,2.7142,3.1274,99458,1e+05,1e+05,0,0,0,0,1,55.3,125,55.3,200
300,300,5.0793e-07,-1.8003e-07,3.2271,6.8453e-06,-4.8846e-06,3.223,2.6765e-09,3.9542e-09,0.00020486,-2.6637e-09,-2.0555e-07,2.1366e-07,3.1968,0.00027528,0.091052,2.7173,3.1313,99457,1e+05,1e+05,0,0,0,0,1,55.4,125,55.4,200
300,300,4.932e-07,-1.8569e-07,3.2281,6.8415e-06,-4.9033e-06,3.224,2.6775e-09,3.9782e-09,0.00020529,-2.67e-09,-2.0423e-07,2.1229e-07,3.2004,0.00027458,0.090987,2.7203,3.1352,99456,1e+05,1e+05,0,0,0,0,1,55.5,125,55.5,200
300,300,4.7846e-07,-1.9134e-07,3.2291,6.8377e-06,-4.9219e-06,3.2249,2.6784e-09,4.0022e-09,0.00020572,-2.6762e-09,-2.0291e-07,2.1092e-07,3.2039,0.00027388,0.090921,2.7233,3.1391,99455,1e+05,1e+05,0,0,0,0,1,55.6,125,55.6,200
300,300,4.6373e-07,-1.97e-07,3.23,6.834e-06,-4.9406e-06,3.2259,2.6794e-09,4.0262e-09,0.00020614,-2.6825e-09,-2.0159e-07,2.0955e-07,3.2075,0.00027318,0.090856,2.7264,3.143,99454,1e+05,1e+05,0,0,0,0,1,55.7,125,55.7,200
300,300,4.49e-07,-2.0265e-07,3.231,6.8302e-06,-4.9592e-06,3.2269,2.6803e-09,4.0502e-09,0.00020657,-2.6887e-09,-2.0027e-07,2.0818e-07,3.211,0.00027248,0.090791,2.7294,3.147,99453,1e+05,1e+05,0,0,0,0,1,55.8,125,55.8,200
300,300,4.3426e-07,-2.0831e-07,3.232,6.8265e-06,-4.9779e-06,3.2278,2.6813e-09,4.0743e-09,0.000207,-2.6949e-09,-1.9896e-07,2.0681e-07,3.2146,0.00027179,0.090726,2.7324,3.1509,99452,1e+05,1e+05,0,0,0,0,1,55.9,125,55.9,200
300,300,4.1953e-07,-2.1396e-07,3.233,6.8227e-06,-4.9965e-06,3.2288,2.6822e-09,4.0983e-09,0.00020742,-2.7012e-09,-1.9764e-07,2.0544e-07,3.2182,0.00027109,0.090661,2.7354,3.1548,99451,1e+05,1e+05,0,0,0,0,1,56,125,56,200
300,300,4.048e-07,-2.1962e-07,3.234,6.8189e-06,-5.0152e-06,3.2298,2.6832e-09,4.1223e-09,0.00020785,-2.7074e-09,-1.9632e-07,2.0407e-07,3.2217,0.00027039,0.090596,2.7385,3.1587,99450,1e+05,1e+05,0,0,0,0,1,56.1,125,56.1,200
300,300,3.9007e-07,-2.2527e-07,3.235,6.8152e-06,-5.0338e-06,3.2307,2.6841e-09,4.1463e-09,0.00020828,-2.7137e-09,-1.95e-07,2.027e-07,3.2253,0.00026969,0.09053,2.7415,3.1626,99449,1e+05,1e+05,0,0,0,0,1,56.2,125,56.2,200
300,300,3.7533e-07,-2.3093e-07,3.2359,6.8114e-06,-5.0525e-06,3.2317,2.6851e-09,4.1703e-09,0.0002087,-2.7199e-09,-1.9368e-07,2.0133e-07,3.2289,0.00026899,0.090465,2.7445,3.1665,99448,1e+05,1e+05,0,0,0,0,1,56.3,125,56.3,200
300,300,3.606e-07,-2.3658e-07,3.2369,6.8077e-06,-5.0712e-06,3.2326,2.686e-09,4.1943e-09,0.00020913,-2.7262e-09,-1.9236e-07,1.9996e-07,3.2324,0.00026829,0.0904,2.7476,3.1704,99447,1e+05,1e+05,0,0,0,0,1,56.4,125,56.4,200
300,300,3.4587e-07,-2.4224e-07,3.2379,6.8039e-06,-5.0898e-06,3.2336,2.687e-09,4.2183e-09,0.00020955,-2.7324e-09,-1.9104e-07,1.9859e-07,3.236,0.00026759,0.090335,2.7506,3.1743,99446,1e+05,1e+05,0,0,0,0,1,56.5,125,56.5,200
300,300,3.3114e-07,-2.4789e-07,3.2389,6.8001e-06,-5.1085e-06,3.2346,2.688e-09,4.2423e-09,0.00020998,-2.7386e-09,-1.8972e-07,1.9722e-07,3.2395,0.00026689,0.09027,2.7536,3.1782,99445,1e+05,1e+05,0,0,0,0,1,56.6,125,56.6,200
300,300,3.164e-07,-2.5355e-07,3.2399,6.7964e-06,-5.1271e-06,3.2355,2.6889e-09,4.2663e-09,0.00021041,-2.7449e-09,-1.8841e-07,1.9585e-07,3.2431,0.0002662,0.090204,2.7566,3.1821,99444,1e+05,1e+05,0,0,0,0,1,56.7,125,56.7,200
300,300,3.0167e-07,-2.592e-07,3.2409,6.7926e-06,-5.1458e-06,3.2365,2.6899e-09,4.2904e-09,0.00021083,-2.7511e-09,-1.8709e-07,1.9448e-07,3.2467,0.0002655,0.090139,2.7597,3.186,99443,1e+05,1e+05,0,0,0,0,1,56.8,125,56.8,200
300,300,2.8694e-07,-2.6486e-07,3.2418,6.7889e-06,-5.1644e-06,3.2375,2.6908e-09,4.3144e-09,0.00021126,-2.7574e-09,-1.8577e-07,1.9311e-07,3.2502,0.0002648,0.090074,2.7627,3.1899,99442,1e+05,1e+05,0,0,0,0,1,56.9,125,56.9,200
300,300,2.722e-07,-2.7051e-07,3.2428,6.7851e-06,-5.1831e-06,3.2384,2.6918e-09,4.3384e-09,0.00021169,-2.7636e-09,-1.8445e-07,1.9174e-07,3.2538,0.0002641,0.090009,2.7657,3.1938,99441,1e+05,1e+05,0,0,0,0,1,57,125,57,200
300,300,2.5747e-07,-2.7617e-07,3.2438,6.7813e-06,-5.2017e-06,3.2394,2.6927e-09,4.3624e-09,0.00021211,-2.7698e-09,-1.8313e-07,1.9037e-07,3.2574,0.0002634,0.089944,2.7688,3.1977,99440,1e+05,1e+05,0,0,0,0,1,57.1,125,57.1,200
300,300,2.4274e-07,-2.8182e-07,3.2448,6.7776e-06,-5.2204e-06,3.2404,2.6937e-09,4.3864e-09,0.00021254,-2.7761e-09,-1.8181e-07,1.89e-07,3.2609,0.0002627,0.089878,2.7718,3.2016,99439,1e+05,1e+05,0,0,0,0,1,57.2,125,57.2,200
300,300,2.2801e-07,-2.8748e-07,3.2458,6.7738e-06,-5.239e-06,3.2413,2.6946e-09,4.4104e-09,0.00021296,-2.7823e-09,-1.8049e-07,1.8763e-07,3.2645,0.000262,0.089813,2.7748,3.2055,99438,1e+05,1e+05,0,0,0,0,1,57.3,125,57.3,200
300,300,2.1327e-07,-2.9313e-07,3.2467,6.7701e-06,-5.2577e-06,3.2423,2.6956e-09,4.4344e-09,0.00021339,-2.7886e-09,-1.7918e-07,1.8626e-07,3.2681,0.00026131,0.089748,2.7778,3.2095,99437,1e+05,1e+05,0,0,0,0,1,57.4,125,57.4,200
300,300,1.9854e-07,-2.9879e-07,3.2477,6.7663e-06,-5.2764e-06,3.2433,2.6965e-09,4.4584e-09,0.00021382,-2.7948e-09,-1.7786e-07,1.8489e-07,3.2716,0.00026061,0.089683,2.7809,3.2134,99436,1e+05,1e+05,0,0,0,0,1,57.5,125,57.5,200
300,300,1.834e-07,-3.1009e-07,3.2486,6.7602e-06,-5.296e-06,3.2442,2.6952e-09,4.4851e-09,0.00021412,-2.7983e-09,-1.7647e-07,1.8364e-07,3.275,0.00026001,0.089622,2.7838,3.2171,99435,1e+05,1e+05,0,0,0,0,1,57.6,125,57.6,200
300,300,1.6826e-07,-3.2139e-07,3.2495,6.7541e-06,-5.3157e-06,3.2451,2.6938e-09,4.5118e-09,0.00021442,-2.8018e-09,-1.7509e-07,1.8239e-07,3.2784,0.00025941,0.089561,2.7866,3.2208,99434,1e+05,1e+05,0,0,0,0,1,57.7,125,57.7,200
300,300,1.5312e-07,-3.3269e-07,3.2504,6.7481e-06,-5.3353e-06,3.246,2.6925e-09,4.5385e-09,0.00021472,-2.8053e-09,-1.7371e-07,1.8114e-07,3.2818,0.00025882,0.0895,2.7895,3.2246,99433,1e+05,1e+05,0,0,0,0,1,57.8,125,57.8,200
300,300,1.3798e-07,-3.4399e-07,3.2514,6.742e-06,-5.355e-06,3.2468,2.6912e-09,4.5652e-09,0.00021502,-2.8087e-09,-1.7233e-07,1.799e-07,3.2852,0.00025822,0.08944,2.7924,3.2283,99432,1e+05,1e+05,0,0,0,0,1,57.9,125,57.9,200
300,300,1.2284e-07,-3.5529e-07,3.2523,6.7359e-06,-5.3747e-06,3.2477,2.6898e-09,4.5919e-09,0.00021532,-2.8122e-09,-1.7094e-07,1.7865e-07,3.2886,0.00025762,0.089379,2.7953,3.2321,99431,1e+05,1e+05,0,0,0,0,1,58,125,58,200
300,300,1.077e-07,-3.6659e-07,3.2532,6.7298e-06,-5.3943e-06,3.2486,2.6885e-09,4.6186e-09,0.00021563,-2.8157e-09,-1.6956e-07,1.774e-07,3.292,0.00025703,0.089318,2.7982,3.2358,99430,1e+05,1e+05,0,0,0,0,1,58.1,125,58.1,200
300,300,9.2564e-08,-3.779e-07,3.2541,6.7237e-06,-5.414e-06,3.2495,2.6872e-09,4.6453e-09,0.00021593,-2.8192e-09,-1.6818e-07,1.7615e-07,3.2954,0.00025643,0.089257,2.8011,3.2396,99429,1e+05,1e+05,0,0,0,0,1,58.2,125,58.2,200
300,300,7.7425e-08,-3.892e-07,3.255,6.7177e-06,-5.4337e-06,3.2504,2.6858e-09,4.672e-09,0.00021623,-2.8226e-09,-1.6679e-07,1.749e-07,3.2988,0.00025583,0.089196,2.804,3.2433,99428,1e+05,1e+05,0,0,0,0,1,58.3,125,58.3,200
300,300,6.2285e-08,-4.005e-07,3.2559,6.7116e-06,-5.4533e-06,3.2513,2.6845e-09,4.6987e-09,0.00021653,-2.8261e-09,-1.6541e-07,1.7365e-07,3.3022,0.00025524,0.089135,2.8069,3.2471,99427,1e+05,1e+05,0,0,0,0,1,58.4,125,58.4,200
300,300,4.7146e-08,-4.118e-07,3.2568,6.7055e-06,-5.473e-06,3.2522,2.6832e-09,4.7254e-09,0.00021683,-2.8296e-09,-1.6403e-07,1.724e-07,3.3056,0.00025464,0.089074,2.8097,3.2508,99426,1e+05,1e+05,0,0,0,0,1,58.5,125,58.5,200
300,300,3.2007e-08,-4.231e-07,3.2577,6.6994e-06,-5.4926e-06,3.2531,2.6818e-09,4.7521e-09,0.00021713,-2.8331e-09,-1.6265e-07,1.7115e-07,3.309,0.00025404,0.089014,2.8126,3.2545,99425,1e+05,1e+05,0,0,0,0,1,58.6,125,58.6,200
300,300,1.6868e-08,-4.344e-07,3.2586,6.6933e-06,-5.5123e-06,3.254,2.6805e-09,4.7788e-09,0.00021743,-2.8366e-09,-1.6126e-07,1.699e-07,3.3124,0.00025345,0.088953,2.8155,3.2583,99424,1e+05,1e+05,0,0,0,0,1,58.7,125,58.7,200
300,300,1.7285e-09,-4.457e-07,3.2595,6.6872e-06,-5.532e-06,3.2549,2.6792e-09,4.8055e-09,0.00021774,-2.84e-09,-1.5988e-07,1.6865e-07,3.3158,0.00025285,0.088892,2.8184,3.262,99423,1e+05,1e+05,0,0,0,0,1,58.8,125,58.8,200
300,300,-1.3411e-08,-4.57e-07,3.2604,6.6812e-06,-5.5516e-06,3.2558,2.6778e-09,4.8322e-09,0.00021804,-2.8435e-09,-1.585e-07,1.674e-07,3.3192,0.00025226,0.088831,2.8213,3.2658,99422,1e+05,1e+05,0,0,0,0,1,58.9,125,58.9,200
300,300,-2.855e-08,-4.683e-07,3.2613,6.6751e-06,-5.5713e-06,3.2567,2.6765e-09,4.8589e-09,0.00021834,-2.847e-09,-1.5711e-07,1.6615e-07,3.3226,0.00025166,0.08877,2.8242,3.2695,99421,1e+05,1e+05,0,0,0,0,1,59,125,59,200
300,300,-4.3689e-08,-4.796e-07,3.2622,6.669e-06,-5.591e-06,3.2576,2.6752e-09,4.8856e-09,0.00021864,-2.8505e-09,-1.5573e-07,1.649e-07,3.326,0.00025106,0.088709,2.8271,3.2733,99420,1e+05,1e+05,0,0,0,0,1,59.1,125,59.1,200
300,300,-5.8829e-08,-4.9091e-07,3.2631,6.6629e-06,-5.6106e-06,3.2585,2.6738e-09,4.9123e-09,0.00021894,-2.854e-09,-1.5435e-07,1.6365e-07,3.3294,0.00025047,0.088649,2.83,3.277,99419,1e+05,1e+05,0,0,0,0,1,59.2,125,59.2,200
300,300,-7.3968e-08,-5.0221e-07,3.264,6.6568e-06,-5.6303e-06,3.2594,2.6725e-09,4.939e-09,0.00021924,-2.8574e-09,-1.5297e-07,1.624e-07,3.3327,0.00024987,0.088588,2.8328,3.2808,99418,1e+05,1e+05,0,0,0,0,1,59.3,125,59.3,200
300,300,-8.9108e-08,-5.1351e-07,3.2649,6.6508e-06,-5.6499e-06,3.2602,2.6712e-09,4.9657e-09,0.00021954,-2.8609e-09,-1.5158e-07,1.6115e-07,3.3361,0.00024927,0.088527,2.8357,3.2845,99417,1e+05,1e+05,0,0,0,0,1,59.4,125,59.4,200
300,300,-1.0425e-07,-5.2481e-07,3.2659,6.6447e-06,-5.6696e-06,3.2611,2.6698e-09,4.9924e-09,0.00021984,-2.8644e-09,-1.502e-07,1.599e-07,3.3395,0.00024868,0.088466,2.8386,3.2882,99416,1e+05,1e+05,0,0,0,0,1,59.5,125,59.5,200
300,300,-1.1939e-07,-5.3611e-07,3.2668,6.6386e-06,-5.6893e-06,3.262,2.6685e-09,5.0191e-09,0.00022015,-2.8679e-09,-1.4882e-07,1.5865e-07,3.3429,0.00024808,0.088405,2.8415,3.292,99415,1e+05,1e+05,0,0,0,0,1,59.6,125,59.6,200
300,300,-1.3453e-07,-5.4741e-07,3.2677,6.6325e-06,-5.7089e-06,3.2629,2.6672e-09,5.0458e-09,0.00022045,-2.8714e-09,-1.4744e-07,1.574e-07,3.3463,0.00024748,0.088344,2.8444,3.2957,99414,1e+05,1e+05,0,0,0,0,1,59.7,125,59.7,200
300,300,-1.4966e-07,-5.5871e-07,3.2686,6.6264e-06,-5.7286e-06,3.2638,2.6658e-09,5.0724e-09,0.00022075,-2.8748e-09,-1.4605e-07,1.5615e-07,3.3497,0.00024689,0.088284,2.8473,3.2995,99413,1e+05,1e+05,0,0,0,0,1,59.8,125,59.8,200
300,300,-1.648e-07,-5.7001e-07,3.2695,6.6203e-06,-5.7483e-06,3.2647,2.6645e-09,5.0991e-09,0.00022105,-2.8783e-09,-1.4467e-07,1.549e-07,3.3531,0.00024629,0.088223,2.8502,3.3032,99412,1e+05,1e+05,0,0,0,0,1,59.9,125,59.9,200
