# Setup from log.interADMFoam
# Benchmark: true
# Qin_: 178.467
# Vgas_: 300
# Vliq_: 3400
# Vfrac_: 0.0882353
# qGas_: 1.92901e-08
# alphaW: 0.11889
# alphaI: 1e-20
# alphaInterface: 0.75

Time,Sac,Sh2,Sch4,Sco2,Gh2,RGh2,Gch4,RGch4,Gco2,RGco2
369.418,0.0454759,1.35216e-07,0.0523569,9.04167,1.01335e-05,-1.30819e-10,1.64265,8.00127e-06,12.9568,6.91531e-05
369.516,0.0454796,1.35226e-07,0.0523627,9.0422,1.01333e-05,-1.30785e-10,1.64264,8.01472e-06,12.9568,7.0386e-05
369.612,0.0454781,1.35227e-07,0.0523613,9.04217,1.01331e-05,-1.30774e-10,1.64264,8.01165e-06,12.9568,7.03115e-05
369.711,0.0454782,1.35225e-07,0.0523609,9.04203,1.01329e-05,-1.3077e-10,1.64264,8.01089e-06,12.9568,6.99785e-05
369.81,0.0454804,1.35231e-07,0.0523642,9.0425,1.01327e-05,-1.30748e-10,1.64264,8.01847e-06,12.9567,7.10866e-05
369.908,0.045476,1.3522e-07,0.0523582,9.04184,1.01325e-05,-1.30764e-10,1.64264,8.00463e-06,12.9567,6.95466e-05
370.007,0.0454753,1.35218e-07,0.0523571,9.04168,1.01323e-05,-1.30759e-10,1.64264,8.00218e-06,12.9567,6.91897e-05
370.104,0.0454751,1.35222e-07,0.0523575,9.0418,1.01321e-05,-1.30742e-10,1.64264,8.00328e-06,12.9567,6.9465e-05
370.201,0.0454765,1.35224e-07,0.0523594,9.04196,1.01319e-05,-1.30728e-10,1.64264,8.00781e-06,12.9567,6.98437e-05
370.3,0.045476,1.35226e-07,0.0523592,9.04186,1.01317e-05,-1.30712e-10,1.64264,8.00727e-06,12.9567,6.96073e-05
370.397,0.0454755,1.35221e-07,0.0523586,9.04179,1.01315e-05,-1.30715e-10,1.64263,8.00607e-06,12.9567,6.94435e-05
370.494,0.0454763,1.35224e-07,0.0523598,9.0419,1.01312e-05,-1.307e-10,1.64263,8.00877e-06,12.9567,6.97055e-05
370.593,0.045477,1.35227e-07,0.0523608,9.04215,1.0131e-05,-1.30684e-10,1.64263,8.01131e-06,12.9567,7.02792e-05
370.691,0.0454766,1.35224e-07,0.0523605,9.04197,1.01308e-05,-1.30681e-10,1.64263,8.01064e-06,12.9567,6.98618e-05
370.789,0.045475,1.35223e-07,0.0523584,9.04193,1.01306e-05,-1.30675e-10,1.64263,8.0058e-06,12.9567,6.97759e-05
370.888,0.0454748,1.35223e-07,0.052358,9.04175,1.01304e-05,-1.30667e-10,1.64263,8.00502e-06,12.9567,6.93689e-05
370.984,0.0454747,1.35222e-07,0.0523585,9.0419,1.01302e-05,-1.3066e-10,1.64263,8.00625e-06,12.9567,6.97149e-05
371.082,0.0454794,1.35229e-07,0.0523644,9.04229,1.013e-05,-1.30633e-10,1.64263,8.01999e-06,12.9567,7.06193e-05
371.181,0.0454723,1.35225e-07,0.0523561,9.04157,1.01298e-05,-1.30635e-10,1.64262,8.00079e-06,12.9567,6.89506e-05
371.28,0.0454792,1.35229e-07,0.0523647,9.04234,1.01296e-05,-1.30616e-10,1.64262,8.02084e-06,12.9567,7.07458e-05
371.377,0.0454748,1.35221e-07,0.0523591,9.04184,1.01294e-05,-1.30626e-10,1.64262,8.00783e-06,12.9567,6.95747e-05
371.474,0.0454764,1.35222e-07,0.0523609,9.04197,1.01292e-05,-1.30614e-10,1.64262,8.01223e-06,12.9567,6.98961e-05
371.571,0.045479,1.3523e-07,0.0523654,9.04238,1.0129e-05,-1.30587e-10,1.64262,8.02257e-06,12.9567,7.08287e-05
371.669,0.0454779,1.3523e-07,0.0523642,9.04232,1.01288e-05,-1.30578e-10,1.64262,8.0199e-06,12.9567,7.07077e-05
371.767,0.0454764,1.35226e-07,0.0523621,9.04205,1.01286e-05,-1.30578e-10,1.64262,8.01517e-06,12.9567,7.00736e-05
371.865,0.0454766,1.35228e-07,0.0523629,9.04211,1.01284e-05,-1.30564e-10,1.64262,8.01706e-06,12.9567,7.02141e-05
371.961,0.0454713,1.3522e-07,0.0523559,9.04154,1.01281e-05,-1.30573e-10,1.64262,8.00094e-06,12.9567,6.89119e-05
372.059,0.045476,1.35224e-07,0.0523613,9.04198,1.01279e-05,-1.30556e-10,1.64262,8.01366e-06,12.9567,6.99247e-05
372.157,0.0454747,1.35223e-07,0.0523606,9.04205,1.01277e-05,-1.30548e-10,1.64261,8.01204e-06,12.9567,7.00768e-05
372.255,0.0454721,1.35221e-07,0.0523575,9.04168,1.01275e-05,-1.30544e-10,1.64261,8.00482e-06,12.9567,6.92411e-05
372.354,0.0454723,1.35219e-07,0.0523583,9.04142,1.01273e-05,-1.30539e-10,1.64261,8.00675e-06,12.9567,6.8634e-05
372.451,0.0454728,1.3522e-07,0.0523585,9.04164,1.01271e-05,-1.30528e-10,1.64261,8.00746e-06,12.9567,6.91544e-05
372.549,0.0454745,1.35224e-07,0.0523611,9.04195,1.01269e-05,-1.30509e-10,1.64261,8.0134e-06,12.9567,6.98552e-05
372.647,0.0454757,1.35228e-07,0.0523627,9.04205,1.01267e-05,-1.30491e-10,1.64261,8.01736e-06,12.9567,7.00941e-05
372.744,0.0454767,1.35225e-07,0.0523642,9.0422,1.01265e-05,-1.30489e-10,1.64261,8.02077e-06,12.9567,7.04574e-05
372.842,0.045472,1.35219e-07,0.0523581,9.04168,1.01263e-05,-1.30495e-10,1.64261,8.00684e-06,12.9567,6.92508e-05
372.94,0.0454715,1.35223e-07,0.0523574,9.04172,1.01261e-05,-1.30477e-10,1.64261,8.00525e-06,12.9567,6.9348e-05
373.038,0.0454769,1.35228e-07,0.0523651,9.04218,1.01259e-05,-1.30456e-10,1.6426,8.02305e-06,12.9567,7.04098e-05
373.135,0.0454739,1.35222e-07,0.0523615,9.04192,1.01257e-05,-1.30459e-10,1.6426,8.01478e-06,12.9567,6.98044e-05
373.235,0.04547,1.35222e-07,0.0523572,9.04164,1.01255e-05,-1.30452e-10,1.6426,8.00496e-06,12.9567,6.9168e-05
373.332,0.0454789,1.35233e-07,0.052368,9.0425,1.01253e-05,-1.30418e-10,1.6426,8.03e-06,12.9567,7.11623e-05
373.43,0.045471,1.35219e-07,0.052358,9.04162,1.01251e-05,-1.30441e-10,1.6426,8.0069e-06,12.9567,6.91168e-05
373.529,0.045474,1.35225e-07,0.0523619,9.042,1.01248e-05,-1.30417e-10,1.6426,8.01615e-06,12.9567,7.00117e-05
373.627,0.0454749,1.35224e-07,0.0523634,9.04196,1.01246e-05,-1.30409e-10,1.6426,8.01975e-06,12.9567,6.9915e-05
373.726,0.045475,1.35226e-07,0.0523632,9.0421,1.01244e-05,-1.30397e-10,1.6426,8.01919e-06,12.9567,7.02377e-05
373.824,0.0454728,1.35222e-07,0.0523612,9.04184,1.01242e-05,-1.30396e-10,1.6426,8.01479e-06,12.9567,6.96463e-05
373.921,0.0454697,1.35222e-07,0.0523573,9.04161,1.0124e-05,-1.30387e-10,1.64259,8.0058e-06,12.9567,6.91125e-05
374.019,0.0454685,1.3522e-07,0.0523561,9.04141,1.01238e-05,-1.30384e-10,1.64259,8.00296e-06,12.9567,6.86503e-05
374.117,0.0454741,1.35227e-07,0.0523626,9.04198,1.01236e-05,-1.30359e-10,1.64259,8.01826e-06,12.9567,6.99825e-05
374.215,0.0454718,1.3522e-07,0.0523605,9.0417,1.01234e-05,-1.30365e-10,1.64259,8.01349e-06,12.9567,6.93381e-05
374.314,0.0454684,1.35217e-07,0.0523564,9.04142,1.01232e-05,-1.30363e-10,1.64259,8.00395e-06,12.9567,6.86807e-05
374.412,0.0454713,1.35227e-07,0.0523599,9.04184,1.0123e-05,-1.3033e-10,1.64259,8.01208e-06,12.9567,6.96511e-05
374.51,0.0454691,1.3522e-07,0.0523577,9.04158,1.01228e-05,-1.30339e-10,1.64259,8.00713e-06,12.9567,6.90597e-05
374.609,0.0454736,1.35227e-07,0.0523632,9.04205,1.01226e-05,-1.30312e-10,1.64259,8.01988e-06,12.9567,7.01448e-05
374.707,0.0454729,1.35229e-07,0.0523626,9.04198,1.01224e-05,-1.303e-10,1.64259,8.01875e-06,12.9567,6.99863e-05
374.805,0.0454719,1.35225e-07,0.0523612,9.04168,1.01222e-05,-1.303e-10,1.64258,8.0155e-06,12.9567,6.93002e-05
374.903,0.0454683,1.35216e-07,0.0523571,9.04139,1.01219e-05,-1.30312e-10,1.64258,8.00602e-06,12.9567,6.86381e-05
375.002,0.0454775,1.35232e-07,0.0523689,9.04216,1.01217e-05,-1.30264e-10,1.64258,8.03344e-06,12.9567,7.04182e-05
375.098,0.0454761,1.35231e-07,0.0523674,9.04242,1.01215e-05,-1.30258e-10,1.64258,8.03002e-06,12.9567,7.10223e-05
375.197,0.0454729,1.35225e-07,0.0523636,9.04187,1.01213e-05,-1.30264e-10,1.64258,8.02135e-06,12.9567,6.9752e-05
375.294,0.0454752,1.35227e-07,0.052367,9.04219,1.01211e-05,-1.3025e-10,1.64258,8.02937e-06,12.9567,7.04794e-05
375.391,0.0454757,1.35232e-07,0.0523671,9.0423,1.01209e-05,-1.3023e-10,1.64258,8.02968e-06,12.9567,7.07475e-05
375.489,0.0454678,1.35221e-07,0.0523577,9.04145,1.01207e-05,-1.30245e-10,1.64258,8.0078e-06,12.9567,6.87713e-05
375.587,0.045471,1.35227e-07,0.0523619,9.0419,1.01205e-05,-1.30224e-10,1.64258,8.01766e-06,12.9567,6.98284e-05
375.684,0.0454731,1.35229e-07,0.0523643,9.04197,1.01203e-05,-1.3021e-10,1.64257,8.02326e-06,12.9567,6.99799e-05
375.782,0.045473,1.35229e-07,0.052364,9.04215,1.01201e-05,-1.30201e-10,1.64257,8.02274e-06,12.9567,7.04057e-05
375.88,0.0454694,1.35222e-07,0.0523603,9.04171,1.01199e-05,-1.30208e-10,1.64257,8.01412e-06,12.9567,6.93997e-05
375.977,0.0454701,1.35223e-07,0.0523616,9.04173,1.01197e-05,-1.30195e-10,1.64257,8.01722e-06,12.9567,6.94301e-05
376.074,0.0454752,1.35232e-07,0.0523678,9.04228,1.01195e-05,-1.30167e-10,1.64257,8.03179e-06,12.9567,7.07258e-05
376.172,0.0454707,1.35227e-07,0.0523623,9.0419,1.01193e-05,-1.30168e-10,1.64257,8.01897e-06,12.9567,6.98493e-05
376.269,0.0454723,1.35229e-07,0.0523641,9.04201,1.01191e-05,-1.30155e-10,1.64257,8.02327e-06,12.9567,7.01004e-05
376.368,0.0454673,1.35218e-07,0.0523583,9.04144,1.01189e-05,-1.30173e-10,1.64257,8.00996e-06,12.9567,6.87735e-05
376.465,0.0454767,1.35237e-07,0.0523703,9.04257,1.01187e-05,-1.3012e-10,1.64257,8.03782e-06,12.9567,7.14052e-05
376.562,0.045471,1.35232e-07,0.0523639,9.04213,1.01185e-05,-1.30122e-10,1.64256,8.02305e-06,12.9567,7.03724e-05
376.661,0.0454728,1.35229e-07,0.0523656,9.04213,1.01182e-05,-1.30119e-10,1.64256,8.02713e-06,12.9566,7.03868e-05
376.759,0.0454765,1.35236e-07,0.0523709,9.04252,1.0118e-05,-1.30095e-10,1.64256,8.03935e-06,12.9566,7.12877e-05
376.858,0.0454726,1.35231e-07,0.0523653,9.04205,1.01178e-05,-1.30097e-10,1.64256,8.02657e-06,12.9566,7.01887e-05
376.956,0.0454675,1.3522e-07,0.0523594,9.04145,1.01176e-05,-1.30112e-10,1.64256,8.01297e-06,12.9566,6.88111e-05
377.053,0.0454738,1.35229e-07,0.0523678,9.04177,1.01174e-05,-1.30082e-10,1.64256,8.03258e-06,12.9566,6.9552e-05
377.151,0.0454704,1.35229e-07,0.0523636,9.04193,1.01172e-05,-1.30075e-10,1.64256,8.02285e-06,12.9566,6.99278e-05
377.249,0.0454722,1.35228e-07,0.0523661,9.04192,1.0117e-05,-1.30068e-10,1.64256,8.02865e-06,12.9566,6.9912e-05
377.344,0.0454685,1.35224e-07,0.0523618,9.04168,1.01168e-05,-1.30069e-10,1.64256,8.01888e-06,12.9566,6.9344e-05
377.441,0.0454704,1.35228e-07,0.0523638,9.04201,1.01166e-05,-1.3005e-10,1.64255,8.02347e-06,12.9566,7.01228e-05
377.54,0.0454672,1.35226e-07,0.0523605,9.04163,1.01164e-05,-1.30045e-10,1.64255,8.01607e-06,12.9566,6.92456e-05
377.638,0.0454688,1.35226e-07,0.0523627,9.04171,1.01162e-05,-1.30037e-10,1.64255,8.02105e-06,12.9566,6.94233e-05
377.736,0.0454713,1.35228e-07,0.0523652,9.04202,1.0116e-05,-1.30022e-10,1.64255,8.02703e-06,12.9566,7.01586e-05
377.833,0.0454643,1.35218e-07,0.0523569,9.04122,1.01158e-05,-1.30037e-10,1.64255,8.00774e-06,12.9566,6.82985e-05
377.931,0.045467,1.35225e-07,0.0523607,9.04161,1.01156e-05,-1.30012e-10,1.64255,8.01669e-06,12.9566,6.91949e-05
378.029,0.0454696,1.35227e-07,0.0523643,9.04184,1.01154e-05,-1.29999e-10,1.64255,8.02506e-06,12.9566,6.97405e-05
378.127,0.0454722,1.35227e-07,0.0523671,9.04195,1.01152e-05,-1.2999e-10,1.64255,8.03178e-06,12.9566,6.99911e-05
378.226,0.0454695,1.35229e-07,0.0523646,9.04199,1.0115e-05,-1.29975e-10,1.64255,8.02595e-06,12.9566,7.00874e-05
378.322,0.0454702,1.35226e-07,0.0523648,9.04195,1.01148e-05,-1.29973e-10,1.64254,8.0266e-06,12.9566,7.00034e-05
378.42,0.0454658,1.35217e-07,0.0523599,9.04143,1.01145e-05,-1.29985e-10,1.64254,8.0153e-06,12.9566,6.88069e-05
378.518,0.0454745,1.35235e-07,0.0523713,9.04254,1.01143e-05,-1.29934e-10,1.64254,8.04169e-06,12.9566,7.13654e-05
378.616,0.0454705,1.3523e-07,0.0523664,9.04212,1.01141e-05,-1.29936e-10,1.64254,8.03052e-06,12.9566,7.03958e-05
378.714,0.04547,1.35226e-07,0.0523658,9.04193,1.01139e-05,-1.29936e-10,1.64254,8.02915e-06,12.9566,6.99602e-05
378.813,0.0454716,1.3523e-07,0.0523683,9.04226,1.01137e-05,-1.29918e-10,1.64254,8.03505e-06,12.9566,7.07225e-05
378.91,0.0454696,1.35226e-07,0.0523652,9.04184,1.01135e-05,-1.29919e-10,1.64254,8.0278e-06,12.9566,6.97712e-05
379.009,0.0454658,1.35222e-07,0.0523609,9.04152,1.01133e-05,-1.2992e-10,1.64254,8.01793e-06,12.9566,6.90217e-05
379.107,0.0454714,1.3523e-07,0.0523682,9.04228,1.01131e-05,-1.29891e-10,1.64254,8.03503e-06,12.9566,7.07923e-05
379.206,0.0454659,1.35222e-07,0.0523612,9.04167,1.01129e-05,-1.29902e-10,1.64253,8.01886e-06,12.9566,6.93846e-05
379.305,0.0454702,1.35228e-07,0.0523671,9.0421,1.01127e-05,-1.29879e-10,1.64253,8.03253e-06,12.9566,7.03606e-05
379.401,0.0454647,1.35224e-07,0.0523604,9.04143,1.01125e-05,-1.2988e-10,1.64253,8.01721e-06,12.9566,6.88217e-05
379.499,0.0454654,1.35226e-07,0.0523613,9.04179,1.01123e-05,-1.29865e-10,1.64253,8.01926e-06,12.9566,6.96578e-05
379.597,0.0454654,1.35225e-07,0.0523614,9.04158,1.01121e-05,-1.29857e-10,1.64253,8.0196e-06,12.9566,6.91688e-05
379.695,0.0454707,1.35228e-07,0.0523685,9.04177,1.01119e-05,-1.29843e-10,1.64253,8.03614e-06,12.9566,6.96052e-05
379.792,0.0454689,1.35228e-07,0.0523656,9.04196,1.01117e-05,-1.29834e-10,1.64253,8.02939e-06,12.9566,7.005e-05
379.89,0.0454622,1.3522e-07,0.0523577,9.04137,1.01115e-05,-1.29844e-10,1.64253,8.01134e-06,12.9566,6.86874e-05
379.987,0.0454662,1.35228e-07,0.0523635,9.04183,1.01113e-05,-1.29815e-10,1.64253,8.02478e-06,12.9566,6.97549e-05
380.084,0.0454696,1.35228e-07,0.0523675,9.04202,1.01111e-05,-1.29807e-10,1.64253,8.03408e-06,12.9566,7.02146e-05
380.181,0.0454669,1.35226e-07,0.0523641,9.04177,1.01109e-05,-1.29803e-10,1.64252,8.02628e-06,12.9566,6.96224e-05
380.28,0.045473,1.35235e-07,0.0523723,9.04253,1.01106e-05,-1.29772e-10,1.64252,8.04543e-06,12.9566,7.13876e-05
380.378,0.0454697,1.35229e-07,0.0523676,9.04204,1.01104e-05,-1.29777e-10,1.64252,8.03458e-06,12.9566,7.02517e-05
380.475,0.0454665,1.35224e-07,0.0523642,9.04173,1.01102e-05,-1.2978e-10,1.64252,8.02685e-06,12.9566,6.95359e-05
380.572,0.04547,1.35231e-07,0.0523692,9.04227,1.011e-05,-1.29754e-10,1.64252,8.03834e-06,12.9566,7.07889e-05
380.67,0.045463,1.35224e-07,0.0523607,9.04145,1.01098e-05,-1.29761e-10,1.64252,8.01881e-06,12.9566,6.88976e-05
380.77,0.0454684,1.35228e-07,0.0523671,9.04203,1.01096e-05,-1.29744e-10,1.64252,8.0338e-06,12.9566,7.02371e-05
380.867,0.0454668,1.35228e-07,0.0523655,9.04182,1.01094e-05,-1.29735e-10,1.64252,8.02999e-06,12.9566,6.97662e-05
380.963,0.0454654,1.35224e-07,0.0523635,9.04159,1.01092e-05,-1.29735e-10,1.64252,8.02553e-06,12.9566,6.92185e-05
381.06,0.0454645,1.35223e-07,0.0523626,9.04157,1.0109e-05,-1.29728e-10,1.64251,8.02346e-06,12.9566,6.91886e-05
381.158,0.0454688,1.35228e-07,0.0523685,9.04203,1.01088e-05,-1.29708e-10,1.64251,8.03714e-06,12.9566,7.02539e-05
381.257,0.0454669,1.35228e-07,0.0523659,9.04188,1.01086e-05,-1.29699e-10,1.64251,8.0313e-06,12.9566,6.99132e-05
381.355,0.0454641,1.35223e-07,0.052363,9.04149,1.01084e-05,-1.29701e-10,1.64251,8.02467e-06,12.9566,6.89961e-05
381.452,0.0454648,1.35226e-07,0.0523637,9.04169,1.01082e-05,-1.29685e-10,1.64251,8.0263e-06,12.9566,6.94564e-05
381.551,0.0454656,1.35228e-07,0.052365,9.04181,1.0108e-05,-1.29672e-10,1.64251,8.02954e-06,12.9566,6.97463e-05
381.65,0.0454642,1.35226e-07,0.0523634,9.04161,1.01078e-05,-1.29668e-10,1.64251,8.02576e-06,12.9566,6.92861e-05
381.748,0.0454693,1.35231e-07,0.0523697,9.04223,1.01076e-05,-1.29646e-10,1.64251,8.04052e-06,12.9566,7.07238e-05
381.846,0.0454662,1.35229e-07,0.0523656,9.04181,1.01074e-05,-1.29643e-10,1.64251,8.03098e-06,12.9566,6.97549e-05
381.943,0.0454653,1.35222e-07,0.0523648,9.0417,1.01072e-05,-1.2965e-10,1.6425,8.02918e-06,12.9566,6.95008e-05
382.04,0.0454675,1.35231e-07,0.0523685,9.0421,1.0107e-05,-1.29621e-10,1.6425,8.03789e-06,12.9566,7.04279e-05
382.138,0.0454673,1.3523e-07,0.0523682,9.04201,1.01067e-05,-1.29614e-10,1.6425,8.03735e-06,12.9566,7.0228e-05
382.237,0.0454652,1.3523e-07,0.052366,9.04189,1.01065e-05,-1.29604e-10,1.6425,8.0323e-06,12.9566,6.99406e-05
382.335,0.0454686,1.3523e-07,0.0523704,9.04223,1.01063e-05,-1.29595e-10,1.6425,8.04262e-06,12.9566,7.07351e-05
382.433,0.0454662,1.3523e-07,0.0523667,9.04187,1.01061e-05,-1.29586e-10,1.6425,8.03395e-06,12.9566,6.99053e-05
382.53,0.0454645,1.35224e-07,0.0523652,9.04169,1.01059e-05,-1.2959e-10,1.6425,8.03064e-06,12.9566,6.94983e-05
382.629,0.045468,1.35229e-07,0.0523696,9.04215,1.01057e-05,-1.2957e-10,1.6425,8.04099e-06,12.9566,7.05581e-05
382.726,0.0454623,1.35226e-07,0.052363,9.04162,1.01055e-05,-1.29569e-10,1.6425,8.02571e-06,12.9566,6.93299e-05
382.823,0.0454656,1.35231e-07,0.0523673,9.0419,1.01053e-05,-1.29548e-10,1.6425,8.03571e-06,12.9566,6.99861e-05
382.92,0.0454613,1.35226e-07,0.0523621,9.04147,1.01051e-05,-1.2955e-10,1.64249,8.02383e-06,12.9566,6.89831e-05
383.018,0.0454629,1.35226e-07,0.0523639,9.04159,1.01049e-05,-1.29541e-10,1.64249,8.02807e-06,12.9566,6.92632e-05
383.116,0.0454634,1.35226e-07,0.0523648,9.04165,1.01047e-05,-1.29532e-10,1.64249,8.03006e-06,12.9566,6.94117e-05
383.216,0.0454659,1.35229e-07,0.0523681,9.04197,1.01045e-05,-1.29517e-10,1.64249,8.03795e-06,12.9566,7.01624e-05
383.313,0.0454652,1.35226e-07,0.052367,9.04186,1.01043e-05,-1.29514e-10,1.64249,8.03536e-06,12.9566,6.99046e-05
383.411,0.0454614,1.35222e-07,0.0523629,9.04145,1.01041e-05,-1.29515e-10,1.64249,8.02603e-06,12.9566,6.89614e-05
383.508,0.0454638,1.35228e-07,0.0523662,9.04155,1.01039e-05,-1.29492e-10,1.64249,8.03365e-06,12.9566,6.91817e-05
383.607,0.045465,1.35228e-07,0.0523676,9.04193,1.01037e-05,-1.29482e-10,1.64249,8.03695e-06,12.9566,7.00634e-05
383.704,0.0454649,1.35228e-07,0.052368,9.04197,1.01035e-05,-1.29474e-10,1.64249,8.0379e-06,12.9566,7.01687e-05
383.803,0.0454654,1.35227e-07,0.0523683,9.04202,1.01033e-05,-1.29467e-10,1.64248,8.03887e-06,12.9566,7.02698e-05
383.901,0.0454608,1.35227e-07,0.0523623,9.04148,1.01031e-05,-1.29459e-10,1.64248,8.02505e-06,12.9566,6.90296e-05
383.999,0.045465,1.35223e-07,0.0523676,9.04185,1.01028e-05,-1.29458e-10,1.64248,8.03739e-06,12.9566,6.99016e-05
384.096,0.0454662,1.35229e-07,0.0523705,9.0421,1.01026e-05,-1.29435e-10,1.64248,8.044e-06,12.9566,7.04796e-05
384.193,0.045465,1.35229e-07,0.0523687,9.04186,1.01024e-05,-1.29426e-10,1.64248,8.03995e-06,12.9565,6.99096e-05
384.291,0.045463,1.35229e-07,0.0523666,9.04174,1.01022e-05,-1.29419e-10,1.64248,8.03525e-06,12.9565,6.96338e-05
384.389,0.0454646,1.35228e-07,0.0523687,9.04195,1.0102e-05,-1.29411e-10,1.64248,8.04019e-06,12.9565,7.0131e-05
384.488,0.0454654,1.3523e-07,0.052369,9.04194,1.01018e-05,-1.29398e-10,1.64248,8.041e-06,12.9565,7.01202e-05
384.586,0.0454637,1.35226e-07,0.0523674,9.04176,1.01016e-05,-1.29397e-10,1.64248,8.03735e-06,12.9565,6.96847e-05
384.683,0.0454652,1.3523e-07,0.0523695,9.04201,1.01014e-05,-1.2938e-10,1.64247,8.04224e-06,12.9565,7.02671e-05
384.781,0.0454617,1.35224e-07,0.0523657,9.04167,1.01012e-05,-1.29385e-10,1.64247,8.03339e-06,12.9565,6.95006e-05
384.879,0.0454601,1.35228e-07,0.052364,9.04159,1.0101e-05,-1.29367e-10,1.64247,8.02969e-06,12.9565,6.93145e-05
384.975,0.0454553,1.35222e-07,0.0523581,9.04095,1.01008e-05,-1.29371e-10,1.64247,8.01609e-06,12.9565,6.78301e-05
385.073,0.0454612,1.35223e-07,0.0523655,9.04151,1.01006e-05,-1.29361e-10,1.64247,8.03318e-06,12.9565,6.91353e-05
385.17,0.0454632,1.3523e-07,0.0523677,9.04181,1.01004e-05,-1.29334e-10,1.64247,8.03838e-06,12.9565,6.98207e-05
385.268,0.0454648,1.35229e-07,0.0523698,9.04198,1.01002e-05,-1.29328e-10,1.64247,8.0434e-06,12.9565,7.02293e-05
385.364,0.0454638,1.35228e-07,0.0523685,9.04175,1.01e-05,-1.29322e-10,1.64247,8.04041e-06,12.9565,6.96891e-05
385.462,0.0454606,1.35221e-07,0.0523646,9.04145,1.00998e-05,-1.29328e-10,1.64247,8.03137e-06,12.9565,6.90035e-05
385.559,0.0454587,1.35226e-07,0.0523637,9.04154,1.00996e-05,-1.29308e-10,1.64247,8.02941e-06,12.9565,6.92145e-05
385.657,0.0454643,1.3523e-07,0.0523701,9.04194,1.00994e-05,-1.2929e-10,1.64246,8.04432e-06,12.9565,7.01362e-05
385.756,0.0454662,1.35231e-07,0.0523731,9.04214,1.00992e-05,-1.29278e-10,1.64246,8.05132e-06,12.9565,7.06085e-05
385.854,0.0454654,1.3523e-07,0.0523721,9.04222,1.0099e-05,-1.29272e-10,1.64246,8.04907e-06,12.9565,7.07846e-05
385.951,0.0454611,1.3523e-07,0.0523662,9.04176,1.00988e-05,-1.29264e-10,1.64246,8.03546e-06,12.9565,6.97259e-05
386.049,0.0454635,1.35226e-07,0.0523693,9.04194,1.00986e-05,-1.29265e-10,1.64246,8.04285e-06,12.9565,7.01487e-05
386.146,0.0454648,1.3523e-07,0.0523715,9.04212,1.00984e-05,-1.29246e-10,1.64246,8.04787e-06,12.9565,7.05674e-05
386.244,0.0454581,1.35223e-07,0.0523635,9.0415,1.00981e-05,-1.29253e-10,1.64246,8.02958e-06,12.9565,6.9118e-05
386.343,0.0454618,1.35229e-07,0.0523683,9.04179,1.00979e-05,-1.29229e-10,1.64246,8.04056e-06,12.9565,6.98108e-05
386.44,0.0454593,1.35226e-07,0.0523654,9.04162,1.00977e-05,-1.29228e-10,1.64246,8.03407e-06,12.9565,6.94054e-05
386.538,0.0454618,1.35226e-07,0.0523686,9.04176,1.00975e-05,-1.29219e-10,1.64245,8.0416e-06,12.9565,6.97389e-05
386.636,0.0454634,1.35226e-07,0.0523702,9.04188,1.00973e-05,-1.2921e-10,1.64245,8.04529e-06,12.9565,7.00054e-05
386.733,0.0454638,1.35229e-07,0.052371,9.04203,1.00971e-05,-1.29193e-10,1.64245,8.04723e-06,12.9565,7.03638e-05
386.83,0.0454616,1.3523e-07,0.0523684,9.04184,1.00969e-05,-1.29183e-10,1.64245,8.0412e-06,12.9565,6.99357e-05
386.928,0.0454566,1.35222e-07,0.0523628,9.04122,1.00967e-05,-1.29192e-10,1.64245,8.02843e-06,12.9565,6.84961e-05
387.026,0.0454613,1.3523e-07,0.0523686,9.04183,1.00965e-05,-1.29166e-10,1.64245,8.04184e-06,12.9565,6.99143e-05
387.124,0.0454599,1.35227e-07,0.052367,9.04157,1.00963e-05,-1.29164e-10,1.64245,8.0383e-06,12.9565,6.93113e-05
387.222,0.0454603,1.35225e-07,0.0523676,9.04165,1.00961e-05,-1.29158e-10,1.64245,8.03968e-06,12.9565,6.94852e-05
387.319,0.0454619,1.3523e-07,0.0523697,9.04192,1.00959e-05,-1.29139e-10,1.64245,8.04469e-06,12.9565,7.01157e-05
387.417,0.0454606,1.35225e-07,0.052368,9.04159,1.00957e-05,-1.2914e-10,1.64245,8.04078e-06,12.9565,6.93508e-05
387.515,0.0454587,1.35225e-07,0.052366,9.04149,1.00955e-05,-1.29132e-10,1.64244,8.03631e-06,12.9565,6.91382e-05
387.613,0.045461,1.35235e-07,0.0523696,9.04203,1.00953e-05,-1.291e-10,1.64244,8.04471e-06,12.9565,7.03817e-05
387.71,0.045463,1.35232e-07,0.0523717,9.04201,1.00951e-05,-1.29098e-10,1.64244,8.04965e-06,12.9565,7.03368e-05
387.808,0.0454611,1.35233e-07,0.0523704,9.04197,1.00949e-05,-1.29087e-10,1.64244,8.04658e-06,12.9565,7.02412e-05
387.905,0.0454649,1.35235e-07,0.0523745,9.04225,1.00947e-05,-1.29074e-10,1.64244,8.05625e-06,12.9565,7.08877e-05
388.003,0.0454622,1.3523e-07,0.0523708,9.04179,1.00945e-05,-1.29076e-10,1.64244,8.04773e-06,12.9565,6.98417e-05
388.101,0.0454605,1.35227e-07,0.0523691,9.04172,1.00943e-05,-1.29074e-10,1.64244,8.04381e-06,12.9565,6.96691e-05
