# Setup from log.interADMFoam
# Benchmark: true
# Qin_: 178.467
# Vgas_: 300
# Vliq_: 3400
# Vfrac_: 0.0882353
# qGas_: 1.92901e-08
# alphaW: 0.11889
# alphaI: 1e-20
# alphaInterface: 0.75

Time,Sac,Sh2,Sch4,Sco2,Gh2,RGh2,Gch4,RGch4,Gco2,RGco2
74.7559,0.0457768,1.349e-07,0.0520864,9.03992,1.0819e-05,-1.61574e-10,1.64897,6.93936e-06,13.0749,-0.000125083
74.8559,0.0457769,1.34906e-07,0.0520864,9.03993,1.08188e-05,-1.61547e-10,1.64896,6.93969e-06,13.0746,-0.000124681
74.956,0.0457761,1.3491e-07,0.0520865,9.03993,1.08185e-05,-1.61527e-10,1.64896,6.94031e-06,13.0744,-0.000124304
75.0558,0.0457767,1.34917e-07,0.0520866,9.03993,1.08183e-05,-1.615e-10,1.64896,6.94086e-06,13.0742,-0.000123911
75.1559,0.0457764,1.34922e-07,0.052087,9.03994,1.0818e-05,-1.61476e-10,1.64895,6.94192e-06,13.0739,-0.000123501
75.2557,0.0457768,1.34928e-07,0.0520871,9.03996,1.08177e-05,-1.6145e-10,1.64895,6.94252e-06,13.0737,-0.000123084
75.3557,0.0457763,1.34931e-07,0.0520871,9.03995,1.08175e-05,-1.61433e-10,1.64894,6.94285e-06,13.0735,-0.00012274
75.4558,0.0457761,1.34937e-07,0.0520866,9.03991,1.08172e-05,-1.61408e-10,1.64894,6.94195e-06,13.0732,-0.00012244
75.5558,0.0457762,1.34941e-07,0.0520874,9.03998,1.0817e-05,-1.61387e-10,1.64893,6.94398e-06,13.073,-0.000121922
75.6558,0.0457761,1.34947e-07,0.0520877,9.04,1.08167e-05,-1.61362e-10,1.64893,6.94507e-06,13.0728,-0.000121493
75.7553,0.0457763,1.34953e-07,0.0520868,9.03993,1.08164e-05,-1.61337e-10,1.64893,6.94317e-06,13.0725,-0.000121283
75.8553,0.0457763,1.34957e-07,0.052088,9.04001,1.08162e-05,-1.61315e-10,1.64892,6.9462e-06,13.0723,-0.000120712
75.9553,0.0457761,1.34962e-07,0.0520875,9.03997,1.08159e-05,-1.61293e-10,1.64892,6.94549e-06,13.0721,-0.000120429
76.0553,0.045776,1.34966e-07,0.0520882,9.04005,1.08156e-05,-1.61272e-10,1.64891,6.94728e-06,13.0718,-0.000119892
76.1552,0.0457756,1.3497e-07,0.0520882,9.04005,1.08154e-05,-1.61251e-10,1.64891,6.94762e-06,13.0716,-0.000119515
76.2552,0.0457758,1.34976e-07,0.0520878,9.04001,1.08151e-05,-1.61227e-10,1.64891,6.94686e-06,13.0714,-0.000119232
76.3552,0.0457753,1.34978e-07,0.0520886,9.04008,1.08149e-05,-1.6121e-10,1.6489,6.94919e-06,13.0711,-0.00011871
76.4551,0.0457749,1.34982e-07,0.0520883,9.04005,1.08146e-05,-1.61189e-10,1.6489,6.94861e-06,13.0709,-0.000118402
76.5551,0.0457751,1.34987e-07,0.0520886,9.04009,1.08143e-05,-1.61166e-10,1.64889,6.94962e-06,13.0707,-0.000117937
76.655,0.0457751,1.34992e-07,0.052089,9.04013,1.08141e-05,-1.61144e-10,1.64889,6.95096e-06,13.0705,-0.000117474
76.755,0.0457754,1.34997e-07,0.0520891,9.04013,1.08138e-05,-1.61119e-10,1.64889,6.95137e-06,13.0702,-0.000117111
76.8545,0.045775,1.35001e-07,0.0520891,9.04012,1.08136e-05,-1.611e-10,1.64888,6.95174e-06,13.07,-0.000116773
76.9546,0.0457746,1.35003e-07,0.0520892,9.04012,1.08133e-05,-1.61083e-10,1.64888,6.95223e-06,13.0698,-0.000116412
77.0541,0.045775,1.35011e-07,0.0520892,9.04012,1.0813e-05,-1.61054e-10,1.64887,6.95248e-06,13.0695,-0.000116047
77.1541,0.0457749,1.35014e-07,0.0520896,9.04015,1.08128e-05,-1.61036e-10,1.64887,6.95372e-06,13.0693,-0.000115599
77.2541,0.045775,1.35018e-07,0.0520899,9.04017,1.08125e-05,-1.61014e-10,1.64886,6.95456e-06,13.0691,-0.000115202
77.3541,0.0457742,1.35021e-07,0.0520899,9.04017,1.08123e-05,-1.60997e-10,1.64886,6.95498e-06,13.0689,-0.000114844
77.4541,0.0457747,1.35026e-07,0.0520902,9.0402,1.0812e-05,-1.60974e-10,1.64886,6.95598e-06,13.0686,-0.000114408
77.5538,0.0457745,1.3503e-07,0.0520904,9.0402,1.08117e-05,-1.60953e-10,1.64885,6.95663e-06,13.0684,-0.000114042
77.6538,0.0457742,1.35032e-07,0.0520904,9.04021,1.08115e-05,-1.60935e-10,1.64885,6.95701e-06,13.0682,-0.00011367
77.7538,0.0457745,1.35037e-07,0.0520909,9.04026,1.08112e-05,-1.60912e-10,1.64884,6.95844e-06,13.068,-0.000113193
77.8538,0.045774,1.35038e-07,0.0520908,9.0402,1.08109e-05,-1.609e-10,1.64884,6.95834e-06,13.0678,-0.000112958
77.9527,0.0457748,1.35046e-07,0.052091,9.04028,1.08107e-05,-1.6087e-10,1.64884,6.95924e-06,13.0675,-0.000112438
78.0523,0.0457744,1.35048e-07,0.0520912,9.04029,1.08104e-05,-1.60854e-10,1.64883,6.95998e-06,13.0673,-0.000112051
78.1523,0.0457742,1.35051e-07,0.052091,9.04026,1.08102e-05,-1.60836e-10,1.64883,6.95967e-06,13.0671,-0.000111751
78.2521,0.045774,1.35054e-07,0.0520914,9.04029,1.08099e-05,-1.60818e-10,1.64882,6.96085e-06,13.0669,-0.00011134
78.352,0.0457733,1.35054e-07,0.052091,9.04023,1.08097e-05,-1.60805e-10,1.64882,6.96036e-06,13.0666,-0.000111125
78.4519,0.045774,1.35061e-07,0.0520912,9.04027,1.08094e-05,-1.60779e-10,1.64882,6.9611e-06,13.0664,-0.000110681
78.5501,0.0457735,1.35062e-07,0.052091,9.04023,1.08091e-05,-1.60765e-10,1.64881,6.96071e-06,13.0662,-0.000110423
78.6478,0.0457738,1.35067e-07,0.0520919,9.0403,1.08089e-05,-1.60743e-10,1.64881,6.96307e-06,13.066,-0.000109915
78.7474,0.0457739,1.35069e-07,0.0520921,9.04032,1.08086e-05,-1.60726e-10,1.6488,6.96387e-06,13.0658,-0.000109509
78.8473,0.0457736,1.35071e-07,0.0520923,9.04034,1.08084e-05,-1.60709e-10,1.6488,6.96463e-06,13.0656,-0.000109126
78.9473,0.0457731,1.35072e-07,0.0520925,9.04034,1.08081e-05,-1.60695e-10,1.6488,6.9653e-06,13.0653,-0.000108763
79.0471,0.0457736,1.35077e-07,0.0520927,9.04038,1.08078e-05,-1.60673e-10,1.64879,6.96604e-06,13.0651,-0.00010833
79.1471,0.0457731,1.35078e-07,0.0520924,9.04036,1.08076e-05,-1.60659e-10,1.64879,6.96568e-06,13.0649,-0.000108028
79.247,0.0457727,1.3508e-07,0.0520927,9.04038,1.08073e-05,-1.60643e-10,1.64878,6.96663e-06,13.0647,-0.000107626
79.347,0.0457731,1.35084e-07,0.0520932,9.04043,1.08071e-05,-1.60622e-10,1.64878,6.96804e-06,13.0645,-0.00010716
79.447,0.0457727,1.35086e-07,0.0520928,9.0404,1.08068e-05,-1.60608e-10,1.64878,6.96746e-06,13.0643,-0.000106881
79.547,0.0457726,1.35088e-07,0.052093,9.04042,1.08065e-05,-1.6059e-10,1.64877,6.96817e-06,13.064,-0.000106502
79.647,0.0457725,1.35091e-07,0.0520934,9.04045,1.08063e-05,-1.60571e-10,1.64877,6.96934e-06,13.0638,-0.000106085
79.747,0.0457724,1.35093e-07,0.052093,9.04041,1.0806e-05,-1.60555e-10,1.64876,6.9687e-06,13.0636,-0.000105821
79.847,0.0457724,1.35096e-07,0.0520936,9.04046,1.08058e-05,-1.60538e-10,1.64876,6.97035e-06,13.0634,-0.000105353
79.947,0.0457726,1.35099e-07,0.0520935,9.04046,1.08055e-05,-1.6052e-10,1.64876,6.97055e-06,13.0632,-0.000105022
80.047,0.0457725,1.35101e-07,0.0520937,9.04046,1.08052e-05,-1.60503e-10,1.64875,6.97114e-06,13.063,-0.000104667
80.147,0.0457722,1.35103e-07,0.0520941,9.0405,1.0805e-05,-1.60488e-10,1.64875,6.97239e-06,13.0628,-0.000104246
80.247,0.045772,1.35104e-07,0.0520936,9.04046,1.08047e-05,-1.60474e-10,1.64874,6.97157e-06,13.0626,-0.000104
80.347,0.0457722,1.35107e-07,0.0520942,9.04051,1.08045e-05,-1.60455e-10,1.64874,6.97325e-06,13.0623,-0.000103536
80.447,0.0457718,1.35108e-07,0.0520943,9.04051,1.08042e-05,-1.60442e-10,1.64874,6.97363e-06,13.0621,-0.00010319
80.547,0.0457717,1.3511e-07,0.0520942,9.04051,1.08039e-05,-1.60426e-10,1.64873,6.97366e-06,13.0619,-0.000102857
80.647,0.0457719,1.35112e-07,0.0520946,9.04054,1.08037e-05,-1.60409e-10,1.64873,6.97488e-06,13.0617,-0.000102446
80.747,0.0457717,1.35114e-07,0.0520945,9.04054,1.08034e-05,-1.60394e-10,1.64872,6.97503e-06,13.0615,-0.000102116
80.847,0.0457714,1.35115e-07,0.052095,9.04057,1.08032e-05,-1.6038e-10,1.64872,6.97635e-06,13.0613,-0.000101704
80.947,0.0457716,1.35117e-07,0.0520951,9.04059,1.08029e-05,-1.60363e-10,1.64872,6.97697e-06,13.0611,-0.000101323
81.0464,0.0457714,1.35119e-07,0.0520949,9.04056,1.08026e-05,-1.60349e-10,1.64871,6.97668e-06,13.0609,-0.000101043
81.1461,0.045771,1.35119e-07,0.0520946,9.04055,1.08024e-05,-1.60337e-10,1.64871,6.97638e-06,13.0607,-0.000100748
81.2461,0.0457711,1.35121e-07,0.0520951,9.04058,1.08021e-05,-1.6032e-10,1.6487,6.97766e-06,13.0605,-0.000100337
81.346,0.045771,1.35123e-07,0.0520952,9.04059,1.08019e-05,-1.60306e-10,1.6487,6.9783e-06,13.0602,-9.99782e-05
81.446,0.0457715,1.35126e-07,0.0520957,9.04064,1.08016e-05,-1.60286e-10,1.6487,6.97973e-06,13.06,-9.95344e-05
81.5459,0.0457709,1.35126e-07,0.0520957,9.04062,1.08013e-05,-1.60276e-10,1.64869,6.97997e-06,13.0598,-9.92361e-05
81.6459,0.045771,1.35128e-07,0.0520958,9.04063,1.08011e-05,-1.6026e-10,1.64869,6.98047e-06,13.0596,-9.88781e-05
81.7459,0.045771,1.35129e-07,0.052096,9.04065,1.08008e-05,-1.60245e-10,1.64868,6.9813e-06,13.0594,-9.85066e-05
81.8459,0.0457704,1.35129e-07,0.0520962,9.04065,1.08006e-05,-1.60235e-10,1.64868,6.98187e-06,13.0592,-9.81763e-05
81.9459,0.0457705,1.35131e-07,0.0520963,9.04067,1.08003e-05,-1.60219e-10,1.64868,6.98242e-06,13.059,-9.78101e-05
82.0459,0.0457702,1.35131e-07,0.0520965,9.04068,1.08001e-05,-1.60207e-10,1.64867,6.98317e-06,13.0588,-9.74508e-05
82.1454,0.0457704,1.35133e-07,0.0520967,9.0407,1.07998e-05,-1.60191e-10,1.64867,6.98396e-06,13.0586,-9.70765e-05
82.2454,0.04577,1.35133e-07,0.0520967,9.04069,1.07995e-05,-1.6018e-10,1.64866,6.98419e-06,13.0584,-9.6781e-05
82.3351,0.045769,1.35131e-07,0.052096,9.04062,1.07993e-05,-1.60173e-10,1.64866,6.98284e-06,13.0582,-9.66402e-05
82.4238,0.0457684,1.35131e-07,0.0520959,9.0406,1.07991e-05,-1.60165e-10,1.64866,6.98287e-06,13.058,-9.64004e-05
82.5237,0.0457694,1.35135e-07,0.052097,9.0407,1.07988e-05,-1.60144e-10,1.64865,6.98558e-06,13.0578,-9.58388e-05
82.6237,0.0457699,1.35137e-07,0.0520975,9.04074,1.07986e-05,-1.60127e-10,1.64865,6.98694e-06,13.0576,-9.54178e-05
82.7236,0.0457699,1.35138e-07,0.0520977,9.04076,1.07983e-05,-1.60115e-10,1.64865,6.98789e-06,13.0574,-9.5051e-05
82.8237,0.0457695,1.35137e-07,0.052098,9.04077,1.0798e-05,-1.60104e-10,1.64864,6.98871e-06,13.0572,-9.47051e-05
82.9237,0.0457694,1.35138e-07,0.0520983,9.0408,1.07978e-05,-1.60091e-10,1.64864,6.98975e-06,13.057,-9.43182e-05
83.0235,0.0457696,1.3514e-07,0.0520982,9.04079,1.07975e-05,-1.60076e-10,1.64863,6.98965e-06,13.0568,-9.40196e-05
83.1232,0.0457695,1.35141e-07,0.0520985,9.04081,1.07973e-05,-1.60063e-10,1.64863,6.99071e-06,13.0566,-9.36381e-05
83.2232,0.0457687,1.35138e-07,0.0520982,9.04079,1.0797e-05,-1.60056e-10,1.64863,6.9904e-06,13.0564,-9.33777e-05
83.3231,0.045769,1.3514e-07,0.0520984,9.0408,1.07967e-05,-1.6004e-10,1.64862,6.991e-06,13.0562,-9.30299e-05
83.4229,0.045769,1.35141e-07,0.0520984,9.04081,1.07965e-05,-1.60027e-10,1.64862,6.99125e-06,13.056,-9.26886e-05
83.5229,0.0457689,1.35141e-07,0.0520989,9.04084,1.07962e-05,-1.60015e-10,1.64861,6.99277e-06,13.0558,-9.22895e-05
83.6229,0.045769,1.35143e-07,0.0520989,9.04085,1.0796e-05,-1.60001e-10,1.64861,6.99297e-06,13.0556,-9.19598e-05
83.7229,0.0457686,1.35142e-07,0.0520991,9.04087,1.07957e-05,-1.59991e-10,1.64861,6.9937e-06,13.0554,-9.15957e-05
83.8229,0.0457691,1.35144e-07,0.0520993,9.04089,1.07954e-05,-1.59975e-10,1.6486,6.99442e-06,13.0552,-9.12234e-05
83.922,0.0457684,1.35143e-07,0.0520987,9.04084,1.07952e-05,-1.59967e-10,1.6486,6.99341e-06,13.055,-9.10335e-05
84.022,0.0457684,1.35144e-07,0.0520995,9.0409,1.07949e-05,-1.59953e-10,1.6486,6.99547e-06,13.0548,-9.0563e-05
84.1216,0.0457682,1.35144e-07,0.0520993,9.04088,1.07947e-05,-1.59941e-10,1.64859,6.99518e-06,13.0547,-9.03025e-05
84.2216,0.0457684,1.35146e-07,0.0520997,9.04092,1.07944e-05,-1.59927e-10,1.64859,6.99641e-06,13.0545,-8.98978e-05
84.3216,0.0457681,1.35145e-07,0.0521,9.04093,1.07942e-05,-1.59917e-10,1.64858,6.99742e-06,13.0543,-8.95541e-05
84.4216,0.0457684,1.35147e-07,0.0521002,9.04095,1.07939e-05,-1.599e-10,1.64858,6.99808e-06,13.0541,-8.91921e-05
84.5213,0.0457682,1.35147e-07,0.0521,9.04092,1.07936e-05,-1.59889e-10,1.64858,6.99782e-06,13.0539,-8.89547e-05
84.6211,0.0457685,1.35149e-07,0.0521003,9.04095,1.07934e-05,-1.59874e-10,1.64857,6.9988e-06,13.0537,-8.85774e-05
84.721,0.0457682,1.35149e-07,0.0521006,9.04097,1.07931e-05,-1.59862e-10,1.64857,6.99994e-06,13.0535,-8.82051e-05
84.821,0.0457681,1.3515e-07,0.0521008,9.04098,1.07929e-05,-1.59849e-10,1.64856,7.00048e-06,13.0533,-8.78819e-05
84.9206,0.0457677,1.35149e-07,0.0521004,9.04095,1.07926e-05,-1.59839e-10,1.64856,7.00004e-06,13.0531,-8.7653e-05
85.021,0.0457676,1.3515e-07,0.0521009,9.04099,1.07924e-05,-1.59826e-10,1.64856,7.00145e-06,13.0529,-8.72283e-05
85.1208,0.045768,1.35153e-07,0.0521012,9.04102,1.07921e-05,-1.59808e-10,1.64855,7.00222e-06,13.0527,-8.68666e-05
85.2208,0.0457675,1.35152e-07,0.0521012,9.04102,1.07918e-05,-1.59799e-10,1.64855,7.00252e-06,13.0525,-8.65414e-05
85.3189,0.0457668,1.35152e-07,0.0521003,9.04095,1.07916e-05,-1.59788e-10,1.64855,7.00073e-06,13.0523,-8.64169e-05
85.4181,0.0457676,1.35156e-07,0.0521017,9.04107,1.07913e-05,-1.59767e-10,1.64854,7.00425e-06,13.0521,-8.58343e-05
85.5181,0.0457669,1.35154e-07,0.0521011,9.04102,1.07911e-05,-1.59761e-10,1.64854,7.00316e-06,13.052,-8.56381e-05
85.6181,0.045767,1.35155e-07,0.0521014,9.04104,1.07908e-05,-1.59746e-10,1.64853,7.00412e-06,13.0518,-8.52842e-05
85.7181,0.0457671,1.35157e-07,0.052102,9.04109,1.07906e-05,-1.59731e-10,1.64853,7.0058e-06,13.0516,-8.4867e-05
85.8175,0.045767,1.35158e-07,0.052102,9.04107,1.07903e-05,-1.59717e-10,1.64853,7.00595e-06,13.0514,-8.45983e-05
85.9171,0.0457668,1.35158e-07,0.0521024,9.04111,1.079e-05,-1.59706e-10,1.64852,7.00718e-06,13.0512,-8.42122e-05
86.0171,0.0457666,1.35158e-07,0.0521023,9.0411,1.07898e-05,-1.59694e-10,1.64852,7.00714e-06,13.051,-8.39404e-05
86.117,0.0457669,1.3516e-07,0.0521027,9.04113,1.07895e-05,-1.59678e-10,1.64851,7.00841e-06,13.0508,-8.35628e-05
86.217,0.0457663,1.35159e-07,0.0521029,9.04114,1.07893e-05,-1.59669e-10,1.64851,7.00911e-06,13.0506,-8.32462e-05
86.317,0.0457668,1.35163e-07,0.0521028,9.04114,1.0789e-05,-1.59649e-10,1.64851,7.0093e-06,13.0505,-8.29398e-05
86.417,0.0457664,1.35163e-07,0.0521028,9.04114,1.07887e-05,-1.59638e-10,1.6485,7.00943e-06,13.0503,-8.26388e-05
86.5169,0.0457665,1.35165e-07,0.0521033,9.04117,1.07885e-05,-1.59623e-10,1.6485,7.01084e-06,13.0501,-8.22602e-05
86.6169,0.045766,1.35164e-07,0.0521031,9.04115,1.07882e-05,-1.59612e-10,1.6485,7.01057e-06,13.0499,-8.20052e-05
86.7169,0.0457663,1.35166e-07,0.0521033,9.04117,1.0788e-05,-1.59596e-10,1.64849,7.01132e-06,13.0497,-8.16615e-05
86.8169,0.0457659,1.35167e-07,0.0521037,9.04121,1.07877e-05,-1.59585e-10,1.64849,7.01269e-06,13.0495,-8.12785e-05
86.9169,0.0457658,1.35167e-07,0.0521036,9.0412,1.07875e-05,-1.59571e-10,1.64848,7.01264e-06,13.0493,-8.09966e-05
87.0167,0.0457658,1.35169e-07,0.052104,9.04123,1.07872e-05,-1.59556e-10,1.64848,7.01389e-06,13.0492,-8.06272e-05
87.1167,0.0457654,1.35169e-07,0.0521036,9.04119,1.07869e-05,-1.59545e-10,1.64848,7.01311e-06,13.049,-8.04284e-05
87.2167,0.0457654,1.35171e-07,0.0521041,9.04123,1.07867e-05,-1.59529e-10,1.64847,7.01464e-06,13.0488,-8.00345e-05
87.3167,0.0457653,1.35172e-07,0.0521041,9.04123,1.07864e-05,-1.59516e-10,1.64847,7.01481e-06,13.0486,-7.97466e-05
87.4166,0.0457657,1.35175e-07,0.0521045,9.04127,1.07862e-05,-1.59498e-10,1.64846,7.01605e-06,13.0484,-7.93494e-05
87.5167,0.0457654,1.35175e-07,0.0521045,9.04127,1.07859e-05,-1.59485e-10,1.64846,7.01618e-06,13.0482,-7.90619e-05
87.6162,0.0457653,1.35177e-07,0.052105,9.04131,1.07857e-05,-1.5947e-10,1.64846,7.01773e-06,13.0481,-7.86665e-05
87.7162,0.045765,1.35177e-07,0.0521049,9.0413,1.07854e-05,-1.59458e-10,1.64845,7.01769e-06,13.0479,-7.84022e-05
87.8161,0.0457656,1.35181e-07,0.0521053,9.04134,1.07851e-05,-1.59438e-10,1.64845,7.01883e-06,13.0477,-7.80192e-05
87.9161,0.0457649,1.3518e-07,0.0521053,9.04133,1.07849e-05,-1.5943e-10,1.64845,7.01924e-06,13.0475,-7.77448e-05
88.0161,0.0457648,1.35181e-07,0.0521052,9.04133,1.07846e-05,-1.59415e-10,1.64844,7.01928e-06,13.0473,-7.74725e-05
88.1161,0.045765,1.35183e-07,0.0521055,9.04134,1.07844e-05,-1.59399e-10,1.64844,7.02017e-06,13.0471,-7.71396e-05
88.216,0.0457645,1.35184e-07,0.0521057,9.04136,1.07841e-05,-1.59387e-10,1.64843,7.02097e-06,13.047,-7.6825e-05
88.316,0.0457646,1.35185e-07,0.0521058,9.04135,1.07839e-05,-1.59372e-10,1.64843,7.02129e-06,13.0468,-7.65417e-05
88.415,0.0457646,1.35188e-07,0.052106,9.04138,1.07836e-05,-1.59355e-10,1.64843,7.02217e-06,13.0466,-7.61995e-05
88.515,0.0457647,1.35189e-07,0.0521061,9.04138,1.07833e-05,-1.5934e-10,1.64842,7.02264e-06,13.0464,-7.58972e-05
88.615,0.0457645,1.3519e-07,0.0521063,9.04139,1.07831e-05,-1.59328e-10,1.64842,7.02329e-06,13.0463,-7.55875e-05
88.715,0.0457641,1.3519e-07,0.0521062,9.04138,1.07828e-05,-1.59316e-10,1.64842,7.02324e-06,13.0461,-7.5334e-05
88.8149,0.0457638,1.35191e-07,0.0521063,9.04138,1.07826e-05,-1.59303e-10,1.64841,7.02373e-06,13.0459,-7.5047e-05
88.9149,0.0457642,1.35194e-07,0.0521068,9.04142,1.07823e-05,-1.59285e-10,1.64841,7.02525e-06,13.0457,-7.46556e-05
89.0149,0.0457638,1.35194e-07,0.052107,9.04144,1.07821e-05,-1.59272e-10,1.6484,7.026e-06,13.0455,-7.43401e-05
89.1149,0.0457638,1.35196e-07,0.0521068,9.04141,1.07818e-05,-1.59257e-10,1.6484,7.02563e-06,13.0454,-7.41146e-05
89.2149,0.0457641,1.35199e-07,0.0521071,9.04144,1.07815e-05,-1.5924e-10,1.6484,7.0267e-06,13.0452,-7.37571e-05
89.3034,0.0457622,1.35198e-07,0.0521056,9.0413,1.07813e-05,-1.59232e-10,1.64839,7.02348e-06,13.045,-7.38325e-05
89.3829,0.0457604,1.35197e-07,0.0521045,9.04119,1.07811e-05,-1.59225e-10,1.64839,7.021e-06,13.0449,-7.38681e-05
89.4737,0.0457618,1.35205e-07,0.0521064,9.04135,1.07809e-05,-1.59196e-10,1.64839,7.0257e-06,13.0447,-7.32289e-05
89.5735,0.0457628,1.35207e-07,0.0521069,9.0414,1.07806e-05,-1.59179e-10,1.64838,7.02722e-06,13.0446,-7.28446e-05
89.6733,0.0457635,1.3521e-07,0.0521076,9.04146,1.07804e-05,-1.59163e-10,1.64838,7.02907e-06,13.0444,-7.242e-05
89.7732,0.0457633,1.3521e-07,0.0521078,9.04147,1.07801e-05,-1.5915e-10,1.64838,7.02966e-06,13.0442,-7.21157e-05
89.8731,0.0457631,1.35211e-07,0.0521078,9.04147,1.07799e-05,-1.59138e-10,1.64837,7.0299e-06,13.044,-7.18401e-05
89.973,0.0457629,1.35212e-07,0.052108,9.04148,1.07796e-05,-1.59124e-10,1.64837,7.03063e-06,13.0439,-7.15317e-05
90.0719,0.0457628,1.35214e-07,0.0521079,9.04147,1.07793e-05,-1.59109e-10,1.64837,7.03068e-06,13.0437,-7.12713e-05
90.1711,0.0457628,1.35216e-07,0.0521082,9.04149,1.07791e-05,-1.59093e-10,1.64836,7.0317e-06,13.0435,-7.0948e-05
90.2704,0.045763,1.35219e-07,0.0521084,9.04151,1.07788e-05,-1.59075e-10,1.64836,7.03234e-06,13.0433,-7.06265e-05
90.3702,0.0457626,1.35219e-07,0.0521086,9.04154,1.07786e-05,-1.59062e-10,1.64835,7.0332e-06,13.0432,-7.02951e-05
90.4701,0.0457625,1.35221e-07,0.0521084,9.04152,1.07783e-05,-1.59047e-10,1.64835,7.03289e-06,13.043,-7.00676e-05
90.5701,0.0457626,1.35223e-07,0.0521089,9.04156,1.07781e-05,-1.59032e-10,1.64835,7.03441e-06,13.0428,-6.96856e-05
90.6699,0.045762,1.35222e-07,0.0521087,9.04154,1.07778e-05,-1.59021e-10,1.64834,7.03403e-06,13.0427,-6.94707e-05
90.7699,0.0457622,1.35225e-07,0.0521091,9.04158,1.07776e-05,-1.59003e-10,1.64834,7.03528e-06,13.0425,-6.91008e-05
90.8695,0.0457615,1.35225e-07,0.0521087,9.04154,1.07773e-05,-1.58993e-10,1.64834,7.03476e-06,13.0423,-6.89086e-05
90.9692,0.0457618,1.35228e-07,0.0521092,9.04158,1.0777e-05,-1.58975e-10,1.64833,7.03595e-06,13.0421,-6.85544e-05
91.0692,0.045762,1.3523e-07,0.0521094,9.0416,1.07768e-05,-1.58959e-10,1.64833,7.0367e-06,13.042,-6.82316e-05
91.165,0.0457608,1.3523e-07,0.0521082,9.04149,1.07765e-05,-1.58949e-10,1.64832,7.03418e-06,13.0418,-6.82143e-05
91.2625,0.0457612,1.35235e-07,0.0521092,9.04157,1.07763e-05,-1.58925e-10,1.64832,7.03672e-06,13.0417,-6.77776e-05
91.3624,0.0457616,1.35237e-07,0.0521095,9.0416,1.0776e-05,-1.5891e-10,1.64832,7.03784e-06,13.0415,-6.742e-05
91.4622,0.0457612,1.35237e-07,0.0521099,9.04163,1.07758e-05,-1.58899e-10,1.64831,7.03888e-06,13.0413,-6.70969e-05
91.5622,0.045761,1.35238e-07,0.0521099,9.04163,1.07755e-05,-1.58886e-10,1.64831,7.03914e-06,13.0411,-6.68216e-05
91.6622,0.0457611,1.3524e-07,0.0521103,9.04166,1.07753e-05,-1.5887e-10,1.64831,7.04027e-06,13.041,-6.64792e-05
91.7622,0.0457604,1.35239e-07,0.0521102,9.04164,1.0775e-05,-1.5886e-10,1.6483,7.0404e-06,13.0408,-6.62474e-05
91.862,0.0457607,1.35242e-07,0.0521103,9.04165,1.07748e-05,-1.58841e-10,1.6483,7.04093e-06,13.0406,-6.59549e-05
91.962,0.0457608,1.35244e-07,0.0521107,9.04168,1.07745e-05,-1.58825e-10,1.6483,7.04195e-06,13.0405,-6.56334e-05
92.061,0.0457602,1.35245e-07,0.05211,9.04162,1.07742e-05,-1.58812e-10,1.64829,7.04073e-06,13.0403,-6.55012e-05
92.1596,0.0457606,1.3525e-07,0.0521107,9.04167,1.0774e-05,-1.58791e-10,1.64829,7.04253e-06,13.0401,-6.51067e-05
92.259,0.04576,1.35248e-07,0.0521107,9.04167,1.07737e-05,-1.58783e-10,1.64828,7.04285e-06,13.04,-6.48502e-05
92.359,0.0457603,1.35251e-07,0.052111,9.04169,1.07735e-05,-1.58764e-10,1.64828,7.04364e-06,13.0398,-6.45375e-05
92.459,0.0457602,1.35253e-07,0.0521111,9.0417,1.07732e-05,-1.5875e-10,1.64828,7.04428e-06,13.0397,-6.42401e-05
92.5588,0.0457605,1.35256e-07,0.0521115,9.04174,1.0773e-05,-1.58731e-10,1.64827,7.04538e-06,13.0395,-6.39e-05
92.6586,0.04576,1.35256e-07,0.052111,9.04168,1.07727e-05,-1.5872e-10,1.64827,7.04448e-06,13.0393,-6.37606e-05
92.7586,0.0457597,1.35257e-07,0.0521113,9.04171,1.07725e-05,-1.58706e-10,1.64827,7.04535e-06,13.0392,-6.34382e-05
92.8586,0.0457596,1.35259e-07,0.0521117,9.04174,1.07722e-05,-1.58692e-10,1.64826,7.04673e-06,13.039,-6.30915e-05
92.9584,0.045759,1.35259e-07,0.0521111,9.04169,1.07719e-05,-1.5868e-10,1.64826,7.04541e-06,13.0388,-6.29619e-05
93.0583,0.0457594,1.35262e-07,0.052112,9.04176,1.07717e-05,-1.58661e-10,1.64826,7.04779e-06,13.0387,-6.25302e-05
93.1363,0.0457579,1.35261e-07,0.0521108,9.04165,1.07715e-05,-1.58654e-10,1.64825,7.04525e-06,13.0385,-6.25855e-05
93.2327,0.0457586,1.35266e-07,0.0521117,9.04172,1.07712e-05,-1.58632e-10,1.64825,7.04748e-06,13.0384,-6.21704e-05
93.3327,0.0457592,1.35269e-07,0.0521124,9.04179,1.0771e-05,-1.58615e-10,1.64825,7.04939e-06,13.0382,-6.17498e-05
93.4328,0.0457595,1.35271e-07,0.0521126,9.04181,1.07707e-05,-1.58598e-10,1.64824,7.05012e-06,13.0381,-6.14346e-05
93.5327,0.0457589,1.35272e-07,0.0521125,9.0418,1.07705e-05,-1.58586e-10,1.64824,7.05026e-06,13.0379,-6.12004e-05
