-0.11 	0.0111643 	-7.36741e-06 	0.00539965
-0.109559 	0.0118325 	-2.40787e-05 	0.00567258
-0.109118 	0.0125007 	-4.079e-05 	0.00594551
-0.108677 	0.0131689 	-5.75014e-05 	0.00621845
-0.108236 	0.0138371 	-7.42127e-05 	0.00649138
-0.107796 	0.0145197 	-8.68855e-05 	0.0067762
-0.107355 	0.015206 	-9.84815e-05 	0.00706418
-0.106914 	0.0156688 	-0.000114161 	0.00723723
-0.106473 	0.0158971 	-0.000134582 	0.00728951
-0.106032 	0.0161255 	-0.000155002 	0.00734179
-0.105591 	0.0163312 	-0.000177606 	0.00738942
-0.10515 	0.0165321 	-0.000200686 	0.00743603
-0.104709 	0.016733 	-0.000223766 	0.00748264
-0.104269 	0.0169339 	-0.000246846 	0.00752925
-0.103828 	0.0171348 	-0.000269926 	0.00757586
-0.103387 	0.0172587 	-0.000295357 	0.00757977
-0.102946 	0.0172916 	-0.000323504 	0.00753317
-0.102505 	0.0173244 	-0.000351652 	0.00748657
-0.102064 	0.0173573 	-0.000379799 	0.00743997
-0.101623 	0.0173901 	-0.000407946 	0.00739337
-0.101182 	0.0174252 	-0.000436297 	0.0073471
-0.100741 	0.0174734 	-0.000465852 	0.00730283
-0.100301 	0.0175216 	-0.000495408 	0.00725856
-0.0998597 	0.0175413 	-0.00052815 	0.00721063
-0.0994188 	0.0175318 	-0.000564142 	0.00715898
-0.098978 	0.0175224 	-0.000600134 	0.00710733
-0.0985371 	0.0175173 	-0.000627879 	0.00706167
-0.0980962 	0.0175129 	-0.000654432 	0.00701687
-0.0976553 	0.0175085 	-0.000680984 	0.00697207
-0.0972144 	0.0175041 	-0.000707537 	0.00692726
-0.0967735 	0.0174996 	-0.000734089 	0.00688246
-0.0963327 	0.0175367 	-0.000778482 	0.00684198
-0.0958918 	0.0175993 	-0.000833701 	0.00680405
-0.0954509 	0.0176619 	-0.00088892 	0.00676613
-0.09501 	0.0177245 	-0.000944139 	0.00672821
-0.0945691 	0.0177871 	-0.000999357 	0.00669029
-0.0941283 	0.0178397 	-0.00104775 	0.00664525
-0.0936874 	0.0178745 	-0.00108391 	0.00658745
-0.0932465 	0.0179093 	-0.00112008 	0.00652965
-0.0928056 	0.0179441 	-0.00115625 	0.00647185
-0.0923647 	0.0179789 	-0.00119241 	0.00641405
-0.0919238 	0.0180138 	-0.00122858 	0.00635625
-0.091483 	0.0180486 	-0.00126474 	0.00629845
-0.0531263 	0.0202347 	-0.0016296 	-0.0112292
-0.0526854 	0.0201632 	-0.00143293 	-0.0112243
-0.0522445 	0.0206481 	-0.000503376 	-0.0107301
-0.0518036 	0.0226997 	-0.000257709 	-0.00997778
-0.0509218 	0.0349398 	-0.00316913 	-0.00617837
-0.050481 	0.0472906 	-0.00228101 	-0.00313125
-0.0500401 	0.060433 	-0.000830874 	-0.000312469
-0.0376954 	0.0332337 	0.00250676 	-0.00336232
-0.0372545 	0.0186605 	0.00705397 	-0.00589124
-0.0368136 	0.0129434 	0.00702554 	-0.00581255
-0.0363727 	0.0089849 	0.00677114 	-0.005432
-0.0359319 	0.00932516 	0.00610734 	-0.00423556
-0.035491 	0.00953423 	0.00504185 	-0.00315672
-0.0350501 	0.0106764 	0.00416521 	-0.0018956
-0.0346092 	0.0118498 	0.00382341 	-0.000658848
-0.0341683 	0.0124873 	0.00330594 	-0.000237919
-0.0337275 	0.0130996 	0.00287116 	0.000110963
-0.0332866 	0.0130867 	0.00242301 	0.000208681
-0.0328457 	0.0129387 	0.00193165 	0.00023331
0.00507014 	-0.00493398 	-4.0718e-05 	0.000431581
0.00551102 	-0.00356259 	-0.000377008 	0.0016729
0.0059519 	-0.00219119 	-0.000713297 	0.00291421
0.00639279 	-0.000726673 	-0.00108372 	0.00414146
0.00683367 	0.000834277 	-0.00148949 	0.00535413
0.00727455 	0.00239523 	-0.00189525 	0.00656681
0.00771543 	0.00395618 	-0.00230102 	0.00777948
