"UMean:0","UMean:1","UMean:2","Points:1"
6.8979e-06,-4.6235e-06,3.2095,54.0
6.8941e-06,-4.6421e-06,3.2104,54.1
6.8904e-06,-4.6608e-06,3.2114,54.2
6.8866e-06,-4.6794e-06,3.2124,54.3
6.8829e-06,-4.6981e-06,3.2133,54.4
6.8791e-06,-4.7167e-06,3.2143,54.5
6.8753e-06,-4.7354e-06,3.2153,54.6
6.8716e-06,-4.754e-06,3.2162,54.7
6.8678e-06,-4.7727e-06,3.2172,54.8
6.8641e-06,-4.7913e-06,3.2182,54.9
6.8603e-06,-4.81e-06,3.2191,55.0
6.8565e-06,-4.8287e-06,3.2201,55.1
6.8528e-06,-4.8473e-06,3.2211,55.2
6.849e-06,-4.866e-06,3.222,55.3
6.8453e-06,-4.8846e-06,3.223,55.4
6.8415e-06,-4.9033e-06,3.224,55.5
6.8377e-06,-4.9219e-06,3.2249,55.6
6.834e-06,-4.9406e-06,3.2259,55.7
6.8302e-06,-4.9592e-06,3.2269,55.8
6.8265e-06,-4.9779e-06,3.2278,55.9
6.8227e-06,-4.9965e-06,3.2288,56.0
6.8189e-06,-5.0152e-06,3.2298,56.1
6.8152e-06,-5.0338e-06,3.2307,56.2
6.8114e-06,-5.0525e-06,3.2317,56.3
6.8077e-06,-5.0712e-06,3.2326,56.4
6.8039e-06,-5.0898e-06,3.2336,56.5
6.8001e-06,-5.1085e-06,3.2346,56.6
6.7964e-06,-5.1271e-06,3.2355,56.7
6.7926e-06,-5.1458e-06,3.2365,56.8
6.7889e-06,-5.1644e-06,3.2375,56.9
6.7851e-06,-5.1831e-06,3.2384,57.0
6.7813e-06,-5.2017e-06,3.2394,57.1
6.7776e-06,-5.2204e-06,3.2404,57.2
6.7738e-06,-5.239e-06,3.2413,57.3
6.7701e-06,-5.2577e-06,3.2423,57.4
6.7663e-06,-5.2764e-06,3.2433,57.5
6.7602e-06,-5.296e-06,3.2442,57.6
6.7541e-06,-5.3157e-06,3.2451,57.7
6.7481e-06,-5.3353e-06,3.246,57.8
6.742e-06,-5.355e-06,3.2468,57.9
6.7359e-06,-5.3747e-06,3.2477,58.0
6.7298e-06,-5.3943e-06,3.2486,58.1
6.7237e-06,-5.414e-06,3.2495,58.2
6.7177e-06,-5.4337e-06,3.2504,58.3
6.7116e-06,-5.4533e-06,3.2513,58.4
6.7055e-06,-5.473e-06,3.2522,58.5
6.6994e-06,-5.4926e-06,3.2531,58.6
6.6933e-06,-5.5123e-06,3.254,58.7
6.6872e-06,-5.532e-06,3.2549,58.8
6.6812e-06,-5.5516e-06,3.2558,58.9
6.6751e-06,-5.5713e-06,3.2567,59.0
6.669e-06,-5.591e-06,3.2576,59.1
6.6629e-06,-5.6106e-06,3.2585,59.2
6.6568e-06,-5.6303e-06,3.2594,59.3
6.6508e-06,-5.6499e-06,3.2602,59.4
6.6447e-06,-5.6696e-06,3.2611,59.5
6.6386e-06,-5.6893e-06,3.262,59.6
6.6325e-06,-5.7089e-06,3.2629,59.7
6.6264e-06,-5.7286e-06,3.2638,59.8
6.6203e-06,-5.7483e-06,3.2647,59.9
6.6143e-06,-5.7679e-06,3.2656,60.0
6.6082e-06,-5.7876e-06,3.2665,60.1
6.6021e-06,-5.8073e-06,3.2674,60.2
6.596e-06,-5.8269e-06,3.2683,60.3
6.5899e-06,-5.8466e-06,3.2692,60.4
6.5839e-06,-5.8662e-06,3.2701,60.5
6.5778e-06,-5.8859e-06,3.271,60.6
6.5717e-06,-5.9056e-06,3.2719,60.7
6.5656e-06,-5.9252e-06,3.2728,60.8
6.5595e-06,-5.9449e-06,3.2736,60.9
6.5534e-06,-5.9646e-06,3.2745,61.0
6.5474e-06,-5.9842e-06,3.2754,61.1
6.5413e-06,-6.0039e-06,3.2763,61.2
6.5352e-06,-6.0235e-06,3.2772,61.3
6.5283e-06,-6.0434e-06,3.2781,61.4
6.5198e-06,-6.0637e-06,3.2789,61.5
6.5114e-06,-6.0839e-06,3.2797,61.6
6.503e-06,-6.1042e-06,3.2806,61.7
6.4946e-06,-6.1245e-06,3.2814,61.8
6.4861e-06,-6.1447e-06,3.2822,61.9
6.4777e-06,-6.165e-06,3.2831,62.0
6.4693e-06,-6.1853e-06,3.2839,62.1
6.4609e-06,-6.2055e-06,3.2847,62.2
6.4524e-06,-6.2258e-06,3.2855,62.3
6.444e-06,-6.246e-06,3.2864,62.4
6.4356e-06,-6.2663e-06,3.2872,62.5
6.4272e-06,-6.2866e-06,3.288,62.6
6.4187e-06,-6.3068e-06,3.2889,62.7
6.4103e-06,-6.3271e-06,3.2897,62.8
6.4019e-06,-6.3473e-06,3.2905,62.9
6.3935e-06,-6.3676e-06,3.2913,63.0
6.3851e-06,-6.3879e-06,3.2922,63.1
6.3766e-06,-6.4081e-06,3.293,63.2
6.3682e-06,-6.4284e-06,3.2938,63.3
6.3598e-06,-6.4486e-06,3.2947,63.4
6.3514e-06,-6.4689e-06,3.2955,63.5
6.3429e-06,-6.4892e-06,3.2963,63.6
6.3345e-06,-6.5094e-06,3.2971,63.7
6.3261e-06,-6.5297e-06,3.298,63.8
6.3177e-06,-6.55e-06,3.2988,63.9
6.3092e-06,-6.5702e-06,3.2996,64.0
6.3008e-06,-6.5905e-06,3.3005,64.1
6.2924e-06,-6.6107e-06,3.3013,64.2
6.284e-06,-6.631e-06,3.3021,64.3
6.2755e-06,-6.6513e-06,3.3029,64.4
6.2671e-06,-6.6715e-06,3.3038,64.5
6.2587e-06,-6.6918e-06,3.3046,64.6
6.2503e-06,-6.712e-06,3.3054,64.7
6.2418e-06,-6.7323e-06,3.3063,64.8
6.2334e-06,-6.7526e-06,3.3071,64.9
6.225e-06,-6.7728e-06,3.3079,65.0
6.2166e-06,-6.7931e-06,3.3087,65.1
6.2081e-06,-6.8133e-06,3.3096,65.2
6.198e-06,-6.8337e-06,3.3103,65.3
6.1872e-06,-6.8542e-06,3.3111,65.4
6.1763e-06,-6.8746e-06,3.3119,65.5
6.1655e-06,-6.8951e-06,3.3127,65.6
6.1547e-06,-6.9155e-06,3.3134,65.7
6.1439e-06,-6.9359e-06,3.3142,65.8
6.1331e-06,-6.9564e-06,3.315,65.9
6.1223e-06,-6.9768e-06,3.3157,66.0
6.1115e-06,-6.9973e-06,3.3165,66.1
6.1007e-06,-7.0177e-06,3.3173,66.2
6.0898e-06,-7.0381e-06,3.318,66.3
6.079e-06,-7.0586e-06,3.3188,66.4
6.0682e-06,-7.079e-06,3.3196,66.5
6.0574e-06,-7.0994e-06,3.3204,66.6
6.0466e-06,-7.1199e-06,3.3211,66.7
6.0358e-06,-7.1403e-06,3.3219,66.8
6.025e-06,-7.1608e-06,3.3227,66.9
6.0142e-06,-7.1812e-06,3.3234,67.0
6.0033e-06,-7.2016e-06,3.3242,67.1
5.9925e-06,-7.2221e-06,3.325,67.2
5.9817e-06,-7.2425e-06,3.3257,67.3
5.9709e-06,-7.263e-06,3.3265,67.4
5.9601e-06,-7.2834e-06,3.3273,67.5
5.9493e-06,-7.3038e-06,3.3281,67.6
5.9385e-06,-7.3243e-06,3.3288,67.7
5.9276e-06,-7.3447e-06,3.3296,67.8
5.9168e-06,-7.3652e-06,3.3304,67.9
5.906e-06,-7.3856e-06,3.3311,68.0
5.8952e-06,-7.406e-06,3.3319,68.1
5.8844e-06,-7.4265e-06,3.3327,68.2
5.8736e-06,-7.4469e-06,3.3334,68.3
5.8628e-06,-7.4674e-06,3.3342,68.4
5.852e-06,-7.4878e-06,3.335,68.5
5.8411e-06,-7.5082e-06,3.3358,68.6
5.8303e-06,-7.5287e-06,3.3365,68.7
5.8195e-06,-7.5491e-06,3.3373,68.8
5.8087e-06,-7.5696e-06,3.3381,68.9
5.7979e-06,-7.59e-06,3.3388,69.0
5.7869e-06,-7.6104e-06,3.3396,69.1
5.7735e-06,-7.6308e-06,3.3403,69.2
5.7602e-06,-7.6511e-06,3.341,69.3
5.7468e-06,-7.6715e-06,3.3417,69.4
5.7335e-06,-7.6918e-06,3.3425,69.5
5.7201e-06,-7.7122e-06,3.3432,69.6
5.7068e-06,-7.7325e-06,3.3439,69.7
5.6934e-06,-7.7528e-06,3.3446,69.8
5.6801e-06,-7.7732e-06,3.3453,69.9
5.6668e-06,-7.7935e-06,3.346,70.0
5.6534e-06,-7.8139e-06,3.3468,70.1
5.6401e-06,-7.8342e-06,3.3475,70.2
5.6267e-06,-7.8546e-06,3.3482,70.3
5.6134e-06,-7.8749e-06,3.3489,70.4
5.6e-06,-7.8953e-06,3.3496,70.5
5.5867e-06,-7.9156e-06,3.3503,70.6
5.5734e-06,-7.936e-06,3.3511,70.7
5.56e-06,-7.9563e-06,3.3518,70.8
5.5467e-06,-7.9767e-06,3.3525,70.9
5.5333e-06,-7.997e-06,3.3532,71.0
5.52e-06,-8.0174e-06,3.3539,71.1
5.5066e-06,-8.0377e-06,3.3546,71.2
5.4933e-06,-8.058e-06,3.3554,71.3
5.4799e-06,-8.0784e-06,3.3561,71.4
5.4666e-06,-8.0987e-06,3.3568,71.5
5.4533e-06,-8.1191e-06,3.3575,71.6
5.4399e-06,-8.1394e-06,3.3582,71.7
5.4266e-06,-8.1598e-06,3.3589,71.8
5.4132e-06,-8.1801e-06,3.3597,71.9
5.3999e-06,-8.2005e-06,3.3604,72.0
5.3865e-06,-8.2208e-06,3.3611,72.1
5.3732e-06,-8.2412e-06,3.3618,72.2
5.3599e-06,-8.2615e-06,3.3625,72.3
5.3465e-06,-8.2819e-06,3.3633,72.4
5.3332e-06,-8.3022e-06,3.364,72.5
5.3198e-06,-8.3225e-06,3.3647,72.6
5.3065e-06,-8.3429e-06,3.3654,72.7
5.2931e-06,-8.3632e-06,3.3661,72.8
5.2798e-06,-8.3836e-06,3.3668,72.9
5.2652e-06,-8.4037e-06,3.3675,73.0
5.249e-06,-8.4234e-06,3.3682,73.1
5.2329e-06,-8.4431e-06,3.3689,73.2
5.2168e-06,-8.4628e-06,3.3695,73.3
5.2006e-06,-8.4825e-06,3.3702,73.4
5.1845e-06,-8.5023e-06,3.3709,73.5
5.1684e-06,-8.522e-06,3.3715,73.6
5.1522e-06,-8.5417e-06,3.3722,73.7
5.1361e-06,-8.5614e-06,3.3729,73.8
5.12e-06,-8.5812e-06,3.3735,73.9
5.1038e-06,-8.6009e-06,3.3742,74.0
5.0877e-06,-8.6206e-06,3.3749,74.1
5.0716e-06,-8.6403e-06,3.3756,74.2
5.0554e-06,-8.6601e-06,3.3762,74.3
5.0393e-06,-8.6798e-06,3.3769,74.4
5.0232e-06,-8.6995e-06,3.3776,74.5
5.007e-06,-8.7192e-06,3.3782,74.6
4.9909e-06,-8.7389e-06,3.3789,74.7
4.9748e-06,-8.7587e-06,3.3796,74.8
4.9586e-06,-8.7784e-06,3.3802,74.9
4.9425e-06,-8.7981e-06,3.3809,75.0
4.9264e-06,-8.8178e-06,3.3816,75.1
4.9102e-06,-8.8376e-06,3.3822,75.2
4.8941e-06,-8.8573e-06,3.3829,75.3
4.878e-06,-8.877e-06,3.3836,75.4
4.8618e-06,-8.8967e-06,3.3842,75.5
4.8457e-06,-8.9165e-06,3.3849,75.6
4.8296e-06,-8.9362e-06,3.3856,75.7
4.8134e-06,-8.9559e-06,3.3863,75.8
4.7973e-06,-8.9756e-06,3.3869,75.9
4.7811e-06,-8.9953e-06,3.3876,76.0
4.765e-06,-9.0151e-06,3.3883,76.1
4.7489e-06,-9.0348e-06,3.3889,76.2
4.7327e-06,-9.0545e-06,3.3896,76.3
4.7166e-06,-9.0742e-06,3.3903,76.4
4.7005e-06,-9.094e-06,3.3909,76.5
4.6843e-06,-9.1137e-06,3.3916,76.6
4.6682e-06,-9.1334e-06,3.3923,76.7
4.6521e-06,-9.1531e-06,3.3929,76.8
4.6333e-06,-9.1729e-06,3.3936,76.9
4.6139e-06,-9.1926e-06,3.3942,77.0
4.5946e-06,-9.2123e-06,3.3948,77.1
4.5752e-06,-9.232e-06,3.3954,77.2
4.5559e-06,-9.2518e-06,3.3961,77.3
4.5365e-06,-9.2715e-06,3.3967,77.4
4.5172e-06,-9.2912e-06,3.3973,77.5
4.4978e-06,-9.3109e-06,3.3979,77.6
4.4785e-06,-9.3307e-06,3.3986,77.7
4.4591e-06,-9.3504e-06,3.3992,77.8
4.4397e-06,-9.3701e-06,3.3998,77.9
4.4204e-06,-9.3899e-06,3.4004,78.0
4.401e-06,-9.4096e-06,3.4011,78.1
4.3817e-06,-9.4293e-06,3.4017,78.2
4.3623e-06,-9.449e-06,3.4023,78.3
4.343e-06,-9.4688e-06,3.4029,78.4
4.3236e-06,-9.4885e-06,3.4036,78.5
4.3042e-06,-9.5082e-06,3.4042,78.6
4.2849e-06,-9.5279e-06,3.4048,78.7
4.2655e-06,-9.5477e-06,3.4054,78.8
4.2462e-06,-9.5674e-06,3.4061,78.9
4.2268e-06,-9.5871e-06,3.4067,79.0
4.2075e-06,-9.6069e-06,3.4073,79.1
4.1881e-06,-9.6266e-06,3.4079,79.2
4.1687e-06,-9.6463e-06,3.4086,79.3
4.1494e-06,-9.666e-06,3.4092,79.4
4.13e-06,-9.6858e-06,3.4098,79.5
4.1107e-06,-9.7055e-06,3.4104,79.6
4.0913e-06,-9.7252e-06,3.4111,79.7
4.072e-06,-9.745e-06,3.4117,79.8
4.0526e-06,-9.7647e-06,3.4123,79.9
4.0333e-06,-9.7844e-06,3.4129,80.0
4.0139e-06,-9.8041e-06,3.4136,80.1
3.9945e-06,-9.8239e-06,3.4142,80.2
3.9752e-06,-9.8436e-06,3.4148,80.3
3.9558e-06,-9.8633e-06,3.4154,80.4
3.9365e-06,-9.883e-06,3.4161,80.5
3.9171e-06,-9.9028e-06,3.4167,80.6
3.8971e-06,-9.9217e-06,3.4173,80.7
3.8738e-06,-9.937e-06,3.4179,80.8
3.8505e-06,-9.9523e-06,3.4185,80.9
3.8273e-06,-9.9677e-06,3.4191,81.0
3.804e-06,-9.983e-06,3.4197,81.1
3.7808e-06,-9.9983e-06,3.4202,81.2
3.7575e-06,-1.0014e-05,3.4208,81.3
3.7342e-06,-1.0029e-05,3.4214,81.4
3.711e-06,-1.0044e-05,3.422,81.5
3.6877e-06,-1.006e-05,3.4226,81.6
3.6645e-06,-1.0075e-05,3.4232,81.7
3.6412e-06,-1.009e-05,3.4238,81.8
3.6179e-06,-1.0106e-05,3.4243,81.9
3.5947e-06,-1.0121e-05,3.4249,82.0
3.5714e-06,-1.0136e-05,3.4255,82.1
3.5482e-06,-1.0152e-05,3.4261,82.2
3.5249e-06,-1.0167e-05,3.4267,82.3
3.5016e-06,-1.0182e-05,3.4273,82.4
3.4784e-06,-1.0198e-05,3.4279,82.5
3.4551e-06,-1.0213e-05,3.4284,82.6
3.4319e-06,-1.0228e-05,3.429,82.7
3.4086e-06,-1.0243e-05,3.4296,82.8
3.3854e-06,-1.0259e-05,3.4302,82.9
3.3621e-06,-1.0274e-05,3.4308,83.0
3.3388e-06,-1.0289e-05,3.4314,83.1
3.3156e-06,-1.0305e-05,3.4319,83.2
3.2923e-06,-1.032e-05,3.4325,83.3
3.2691e-06,-1.0335e-05,3.4331,83.4
3.2458e-06,-1.0351e-05,3.4337,83.5
3.2225e-06,-1.0366e-05,3.4343,83.6
3.1993e-06,-1.0381e-05,3.4349,83.7
3.176e-06,-1.0397e-05,3.4355,83.8
3.1528e-06,-1.0412e-05,3.436,83.9
3.1295e-06,-1.0427e-05,3.4366,84.0
3.1062e-06,-1.0443e-05,3.4372,84.1
3.083e-06,-1.0458e-05,3.4378,84.2
3.0597e-06,-1.0473e-05,3.4384,84.3
3.0365e-06,-1.0489e-05,3.439,84.4
3.0132e-06,-1.0504e-05,3.4396,84.5
2.9871e-06,-1.0519e-05,3.4401,84.6
2.9585e-06,-1.0535e-05,3.4407,84.7
2.93e-06,-1.055e-05,3.4412,84.8
2.9014e-06,-1.0566e-05,3.4418,84.9
2.8729e-06,-1.0581e-05,3.4423,85.0
2.8443e-06,-1.0597e-05,3.4429,85.1
2.8158e-06,-1.0612e-05,3.4434,85.2
2.7872e-06,-1.0628e-05,3.444,85.3
2.7587e-06,-1.0643e-05,3.4445,85.4
2.7301e-06,-1.0659e-05,3.4451,85.5
2.7016e-06,-1.0674e-05,3.4456,85.6
2.673e-06,-1.069e-05,3.4462,85.7
2.6445e-06,-1.0705e-05,3.4467,85.8
2.6159e-06,-1.0721e-05,3.4473,85.9
2.5874e-06,-1.0736e-05,3.4478,86.0
2.5588e-06,-1.0752e-05,3.4484,86.1
2.5303e-06,-1.0767e-05,3.4489,86.2
2.5017e-06,-1.0783e-05,3.4495,86.3
2.4732e-06,-1.0798e-05,3.45,86.4
2.4446e-06,-1.0814e-05,3.4506,86.5
2.4161e-06,-1.0829e-05,3.4511,86.6
2.3875e-06,-1.0845e-05,3.4517,86.7
2.359e-06,-1.086e-05,3.4522,86.8
2.3304e-06,-1.0875e-05,3.4527,86.9
2.3019e-06,-1.0891e-05,3.4533,87.0
2.2733e-06,-1.0906e-05,3.4538,87.1
2.2448e-06,-1.0922e-05,3.4544,87.2
2.2162e-06,-1.0937e-05,3.4549,87.3
2.1877e-06,-1.0953e-05,3.4555,87.4
2.1591e-06,-1.0968e-05,3.456,87.5
2.1306e-06,-1.0984e-05,3.4566,87.6
2.102e-06,-1.0999e-05,3.4571,87.7
2.0735e-06,-1.1015e-05,3.4577,87.8
2.0449e-06,-1.103e-05,3.4582,87.9
2.0164e-06,-1.1046e-05,3.4588,88.0
1.9878e-06,-1.1061e-05,3.4593,88.1
1.9593e-06,-1.1077e-05,3.4599,88.2
1.9307e-06,-1.1092e-05,3.4604,88.3
1.9022e-06,-1.1108e-05,3.461,88.4
1.8672e-06,-1.1101e-05,3.4615,88.5
1.8316e-06,-1.1091e-05,3.462,88.6
1.7959e-06,-1.1082e-05,3.4625,88.7
1.7603e-06,-1.1073e-05,3.463,88.8
1.7247e-06,-1.1063e-05,3.4636,88.9
1.689e-06,-1.1054e-05,3.4641,89.0
1.6534e-06,-1.1045e-05,3.4646,89.1
1.6178e-06,-1.1035e-05,3.4651,89.2
1.5821e-06,-1.1026e-05,3.4656,89.3
1.5465e-06,-1.1017e-05,3.4661,89.4
1.5109e-06,-1.1007e-05,3.4667,89.5
1.4753e-06,-1.0998e-05,3.4672,89.6
1.4396e-06,-1.0989e-05,3.4677,89.7
1.404e-06,-1.0979e-05,3.4682,89.8
1.3684e-06,-1.097e-05,3.4687,89.9
1.3327e-06,-1.0961e-05,3.4692,90.0
1.2971e-06,-1.0951e-05,3.4698,90.1
1.2615e-06,-1.0942e-05,3.4703,90.2
1.2258e-06,-1.0933e-05,3.4708,90.3
1.1902e-06,-1.0924e-05,3.4713,90.4
1.1546e-06,-1.0914e-05,3.4718,90.5
1.1189e-06,-1.0905e-05,3.4723,90.6
1.0833e-06,-1.0896e-05,3.4729,90.7
1.0477e-06,-1.0886e-05,3.4734,90.8
1.012e-06,-1.0877e-05,3.4739,90.9
9.7641e-07,-1.0868e-05,3.4744,91.0
9.4078e-07,-1.0858e-05,3.4749,91.1
9.0515e-07,-1.0849e-05,3.4754,91.2
8.6951e-07,-1.084e-05,3.4759,91.3
8.3388e-07,-1.083e-05,3.4765,91.4
7.9825e-07,-1.0821e-05,3.477,91.5
7.6262e-07,-1.0812e-05,3.4775,91.6
7.2699e-07,-1.0802e-05,3.478,91.7
6.9136e-07,-1.0793e-05,3.4785,91.8
6.5572e-07,-1.0784e-05,3.479,91.9
6.2009e-07,-1.0774e-05,3.4796,92.0
5.8446e-07,-1.0765e-05,3.4801,92.1
5.4883e-07,-1.0756e-05,3.4806,92.2
5.0935e-07,-1.0742e-05,3.4811,92.3
4.596e-07,-1.0715e-05,3.4816,92.4
4.0986e-07,-1.0688e-05,3.4821,92.5
3.6011e-07,-1.0661e-05,3.4826,92.6
3.1036e-07,-1.0634e-05,3.483,92.7
2.6061e-07,-1.0607e-05,3.4835,92.8
2.1087e-07,-1.058e-05,3.484,92.9
1.6112e-07,-1.0553e-05,3.4845,93.0
1.1138e-07,-1.0526e-05,3.485,93.1
6.163e-08,-1.0499e-05,3.4855,93.2
1.188e-08,-1.0472e-05,3.4859,93.3
-3.7866e-08,-1.0445e-05,3.4864,93.4
-8.7612e-08,-1.0418e-05,3.4869,93.5
-1.3736e-07,-1.0392e-05,3.4874,93.6
-1.871e-07,-1.0365e-05,3.4879,93.7
-2.3685e-07,-1.0338e-05,3.4884,93.8
-2.866e-07,-1.0311e-05,3.4889,93.9
-3.3635e-07,-1.0284e-05,3.4893,94.0
-3.8609e-07,-1.0257e-05,3.4898,94.1
-4.3584e-07,-1.023e-05,3.4903,94.2
-4.8559e-07,-1.0203e-05,3.4908,94.3
-5.3533e-07,-1.0176e-05,3.4913,94.4
-5.8508e-07,-1.0149e-05,3.4918,94.5
-6.3483e-07,-1.0122e-05,3.4923,94.6
-6.8457e-07,-1.0095e-05,3.4927,94.7
-7.3432e-07,-1.0068e-05,3.4932,94.8
-7.8407e-07,-1.0042e-05,3.4937,94.9
-8.3381e-07,-1.0015e-05,3.4942,95.0
-8.8356e-07,-9.9877e-06,3.4947,95.1
-9.3331e-07,-9.9607e-06,3.4952,95.2
-9.8306e-07,-9.9338e-06,3.4956,95.3
-1.0328e-06,-9.9069e-06,3.4961,95.4
-1.0825e-06,-9.88e-06,3.4966,95.5
-1.1323e-06,-9.853e-06,3.4971,95.6
-1.182e-06,-9.8261e-06,3.4976,95.7
-1.2318e-06,-9.7992e-06,3.4981,95.8
-1.2815e-06,-9.7723e-06,3.4986,95.9
-1.3313e-06,-9.7453e-06,3.499,96.0
-1.381e-06,-9.7184e-06,3.4995,96.1
-1.4105e-06,-9.0336e-06,3.5,96.2
-1.4283e-06,-7.9728e-06,3.5005,96.3
-1.4462e-06,-6.9121e-06,3.5011,96.4
-1.4641e-06,-5.8514e-06,3.5016,96.5
-1.4819e-06,-4.7907e-06,3.5021,96.6
-1.4998e-06,-3.73e-06,3.5026,96.7
-1.5176e-06,-2.6693e-06,3.5031,96.8
-1.5355e-06,-1.6086e-06,3.5036,96.9
-1.5534e-06,-5.4785e-07,3.5041,97.0
-1.5712e-06,5.1285e-07,3.5046,97.1
-1.5891e-06,1.5735e-06,3.5051,97.2
-1.6069e-06,2.6343e-06,3.5056,97.3
-1.6248e-06,3.695e-06,3.5062,97.4
-1.6427e-06,4.7557e-06,3.5067,97.5
-1.6605e-06,5.8164e-06,3.5072,97.6
-1.6784e-06,6.8771e-06,3.5077,97.7
-1.6962e-06,7.9379e-06,3.5082,97.8
-1.7141e-06,8.9986e-06,3.5087,97.9
-1.732e-06,1.0059e-05,3.5092,98.0
-1.7498e-06,1.112e-05,3.5097,98.1
-1.7677e-06,1.2181e-05,3.5102,98.2
-1.7855e-06,1.3241e-05,3.5107,98.3
-1.8034e-06,1.4302e-05,3.5113,98.4
-1.8213e-06,1.5363e-05,3.5118,98.5
-1.8391e-06,1.6424e-05,3.5123,98.6
-1.857e-06,1.7484e-05,3.5128,98.7
-1.8748e-06,1.8545e-05,3.5133,98.8
-1.8927e-06,1.9606e-05,3.5138,98.9
-1.9106e-06,2.0666e-05,3.5143,99.0
-1.9284e-06,2.1727e-05,3.5148,99.1
-1.9463e-06,2.2788e-05,3.5153,99.2
-1.9641e-06,2.3849e-05,3.5158,99.3
-1.982e-06,2.4909e-05,3.5164,99.4
-1.9999e-06,2.597e-05,3.5169,99.5
-2.0177e-06,2.7031e-05,3.5174,99.6
-2.0356e-06,2.8091e-05,3.5179,99.7
-2.0535e-06,2.9152e-05,3.5184,99.8
-2.0713e-06,3.0213e-05,3.5189,99.9
-2.0892e-06,3.1274e-05,3.5194,100.0
